ID,Year,Make,Model,Price,Title,URL,MapAndAttrs,PostingBody,ImageFileName
111,2013,hyundai,elantra,"$4,500",2013 hyundai elantra,https://washingtondc.craigslist.org/mld/cto/d/temple-hills-2013-hyundai-elantra/7824663288.html,"2013 hyundai elantra gls condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 137,697 paint color: white title status: clean transmission: automatic type: sedan",Runs perfect 0 issues E-mail for phone number if serious,DG2013hyundaielantraZYXWVUT111.jpg
112,,,,"$8,500",chevrolet traverse,https://washingtondc.craigslist.org/doc/cto/d/falls-church-chevrolet-traverse/7824650247.html,"2016 chevrolet traverse VIN: 1GNKVGKD0GJ121710 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 123,774 paint color: blue title status: clean transmission: automatic type: SUV","Clean tittle, good condition, ready for drive",DHchevrolettraverseZYXWVUTS112.jpg
113,2014,Subaru,Outback Limited AWD Navigation warranty MD STATE INSPECTED,"$7,999",2014 Subaru Outback Limited AWD Navigation warranty MD STATE INSPECTED,https://washingtondc.craigslist.org/mld/ctd/d/capitol-heights-2014-subaru-outback/7824632195.html,"2014 subaru outback condition: excellent cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 124,000 paint color: blue title status: rebuilt transmission: automatic type: SUV more ads by this seller","PLEASE WATCH THE WALK AROUND VIDEO, ALOT OF YOUR QUESTIONS WILL BE ANSWERED. ... LIVE walk around video on YouTube link. ... https://youtu.be/P0KhLJUvJR8?si=97t7q9Ibh9as_H7a ... 2014 Subaru Outback Limited AWD Maryland State Inspected 124k miles Text | Call Hans & 703-628-2020 ... Eye Sight, Lane Departure Sunroof Leather seats heated front seats power seats Navigation ... Best way of getting hold of more information is via text @ 703-628-2020. (Hans) ... TEXT OR CALL Hans @ 703-628-2020 if you have any further questions. ... Please Text to set up a time to test drive. ... THE PRICE YOU SEE IS CORRECT!! NO ADDITIONAL MARK UP OR CRAZY FEES!! If you are a Maryland resident, we have to collect the state tax & tag fees and register the car for you & get the Maryland plates for you. Dealership Only & Only extra fee is a $ 350.00 processing fee.!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 Take Exit 15 West onto Central Ave towards Washington DC Pass 3 Stop light (Last one Ritchie Rd) After Shell Gas Station and KFC Make the immediate left on to West Hampton Ave We are at the end of West Hampton Ave If you get to Hill Road you went too far. ... Amazing Auto Center 223 West Hampton Ave Capitol Heights, MD 20743",DI2014SubaruOutbackLimitedA113.jpg
114,2013,Hyundai,Elantra GLS automatic warranty Maryland State Inspected,"$5,500",2013 Hyundai Elantra GLS automatic warranty Maryland State Inspected,https://washingtondc.craigslist.org/mld/ctd/d/capitol-heights-2013-hyundai-elantra/7824630304.html,"2013 hyundai elantra condition: excellent cylinders: 4 cylinders fuel: gas odometer: 114,000 paint color: silver title status: clean transmission: automatic more ads by this seller","PLEASE WATCH THE WALK AROUND VIDEO, ALOT OF YOUR QUESTIONS WILL BE ANSWERED. ... 2013 Hyundai Elantra GLS Warranty Maryland State Inspected 114K miles Text /Call Hans @ 703-628-2020 ... Heated Seats, Power Train Warranty, Alloy Wheels, 28 MPG city / 38 MPG highway, clean nice commuter car ,. walk around video on YouTube link. ... https://youtu.be/evfNnN2aDt8?si=6aYLfZbQE9Bo3DZ8 ... Best way of getting hold of more information is via text @ 703-628-2020. (Hans) ... TEXT OR CALL Hans @ 703-628-2020 if you have any further questions. ... Please Text to set up a time to test drive. ... THE PRICE YOU SEE IS CORRECT!! NO ADDITIONAL MARK UP OR CRAZY FEES!! If you are a Maryland resident, we have to collect the state tax & tag fees and register the car for you & get the Maryland plates for you. Dealership Only & Only extra fee is a $ 350.00 processing fee.!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 Take Exit 15 West onto Central Ave towards Washington DC Pass 3 Stop light (Last one Ritchie Rd) After Shell Gas Station and KFC Make the immediate left on to West Hampton Ave We are at the end of West Hampton Ave If you get to Hill Road you went too far. ... Amazing Auto Center 223 West Hampton Ave Capitol Heights, MD 20743",DJ2013HyundaiElantraGLSauto114.jpg
115,2019,Kia,Stinger GT1 AWD 58K miles Warranty MD State Inspected custom,"$19,999",2019 Kia Stinger GT1 AWD 58K miles Warranty MD State Inspected custom,https://washingtondc.craigslist.org/mld/ctd/d/capitol-heights-2019-kia-stinger-gt1/7824628503.html,"2019 kia stinger condition: like new cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 58,500 title status: rebuilt transmission: automatic more ads by this seller","PLEASE WATCH THE WALK AROUND VIDEO, ALOT OF YOUR QUESTIONS WILL BE ANSWERED. ... LIVE walk around video on YouTube link. ... https://youtu.be/fabVvakU9lE?si=xV6YNHdsXBXxV_ln ... 2019 Kia Stinger GT1 AWD 59k miles Warranty Maryland State Inspected Text / Call Hans @ 703-628-2020 ... 3.3 Twin Turbo Harman Kardon QuantumLogic Premium audio Forward Collision Avoidance assistance With Pedestrian detection Heated / Cold Front Seats Heated Steering 8-inch touch screen Navigation Lane Change Lane Keep Blind side monitor Apple car play Android Phone Bluetooth G- Force meter ... Best way of getting hold of more information is via text @ 703-628-2020. (Hans) ... TEXT OR CALL Hans @ 703-628-2020 if you have any further questions. ... Please Text to set up a time to test drive. ... THE PRICE YOU SEE IS CORRECT!! NO ADDITIONAL MARK UP OR CRAZY FEES!! If you are a Maryland resident, we have to collect the state tax & tag fees and register the car for you & get the Maryland plates for you. Dealership Only & Only extra fee is a $ 350.00 processing fee.!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 Take Exit 15 West onto Central Ave towards Washington DC Pass 3 Stop light (Last one Ritchie Rd) After Shell Gas Station and KFC Make the immediate left on to West Hampton Ave We are at the end of West Hampton Ave If you get to Hill Road you went too far. ... Amazing Auto Center 223 West Hampton Ave Capitol Heights, MD 20743",DK2019KiaStingerGT1AWD58Kmi115.jpg
116,2011,Land,Rover LR4 HSE AWD 7 passenger Maryland State Inspected 110k,"$7,999",2011 Land Rover LR4 HSE AWD 7 passenger Maryland State Inspected 110k,https://washingtondc.craigslist.org/mld/ctd/d/capitol-heights-2011-land-rover-lr4-hse/7824626391.html,"2011 land rover lr4 condition: excellent cylinders: 8 cylinders drive: 4wd fuel: gas odometer: 110,000 title status: rebuilt transmission: automatic type: SUV more ads by this seller","PLEASE WATCH THE WALK AROUND VIDEO, ALOT OF YOUR QUESTIONS WILL BE ANSWERED. ... LIVE walk around video on YouTube link. ... https://youtu.be/U2jf5ky4f9Y?si=GcT3SC9359U28zKc ... 2011 Land Rover LR4 HSE 110K miles 7 passenger MD State Inspected Text / Call Hans @ 703-628-2020 ... 3 Sunroofs Leather Upholstery Navigation Blue Tooth Rear view camera heated seats loaded with options ... Best way of getting hold of more information is via text @ 703-628-2020. (Hans) ... TEXT OR CALL Hans @ 703-628-2020 if you have any further questions. ... Please Text to set up a time to test drive. ... THE PRICE YOU SEE IS CORRECT!! NO ADDITIONAL MARK UP OR CRAZY FEES!! If you are a Maryland resident, we have to collect the state tax & tag fees and register the car for you & get the Maryland plates for you. Dealership Only & Only extra fee is a $ 350.00 processing fee.!! ... VEHICLE VIN NUMBER SALAG2D4XBA558050 ... Runs and drives excellent, everything works. ... direction from I-495/I-95 Take Exit 15 West onto Central Ave towards Washington DC Pass 3 Stop light (Last one Ritchie Rd) After Shell Gas Station and KFC Make the immediate left on to West Hampton Ave We are at the end of West Hampton Ave If you get to Hill Road you went too far. ... Amazing Auto Center 223 West Hampton Ave Capitol Heights, MD 20743",DL2011LandRoverLR4HSEAWD7pa116.jpg
117,2016,Toyota,Corolla S Sedan,"$14,995$400/mo",2016 Toyota Corolla S Sedan,https://washingtondc.craigslist.org/nva/ctd/d/manassas-2016-toyota-corolla-sedan/7824619496.html,"7216 Centreville Road 2016 Toyota Corolla L/LE VIN: 5YFBURHE9GP474675 condition: excellent cylinders: 4 cylinders drive: fwd est. monthly pmt: $400 fuel: gas odometer: 116,000 paint color: white title status: clean transmission: automatic type: sedan more ads by this seller","Offered by: Commercial Auto and Trucks -- (703)330-6926 Commercial Auto and Trucks Mileage: 116000 Condition: Used Engine: 1.8L/V4 Transmission: Automatic Drivetrain: FWD Fuel: Gasoline Exterior Color: White Interior Color: Black Stock#: 982 WE DO IN HOUSE FINANCING *** BUY HERE PAY HERE ***, ASK FOR DETAILS (703)330-6926. WE ARE LOCATED AT 7216 CENTREVILLE RD MANASSAS VA 20111. OPEN 7 DAYS A WEEK. THERE IS NOT ANY FREIGHT OR DESTINATION CHARGES ON ANY VEHICLE. BUY OR SELL YOUR VEHICLE HERE. ALL VEHICLES ARE VIRGINIA INSPECTED AND COMES WITH 3 MONTHS /3000 MILES NATIONWIDE POWER TRAIN WARRANTY WITH FULL PURCHASE PRICE ON CASH DEALS ONLY (CERTAIN VEHICLES ARE EXCLUDED, CALL FOR DETAILS). WE ARE OPEN MON. - SAT. 10:00AM - 7:00PM AND SUN. 11:00AM - 5:00PM. AUTOCHECK REPORT IS AVAILABLE ON EVERY VEHICLE AT NO CHARGE. PRICE EXCLUDES PROCESSING FEE OF $699. *** COMMERCIAL AUTO AND TRUCKS IS NOT RESPONSIBLE FOR ANY MISPRINT ON FEATURES, EQUIPMENT, PRICE, AND ETC.*** VISIT COMMERCIAL AUTO AND TRUCKS ONLINE AT WWW.CATVA1.COM TO SEE MORE PICTURES OF THIS VEHICLE OR CALL US AT (703)330-6926 TODAY TO SCHEDULE YOUR TEST DRIVE. COMMERCIAL AUTO AND TRUCKS 7216 CENTREVILLE RD. MANASSAS VA 20111 (703)330-6926 WWW.CATVA1.COM",DM2016ToyotaCorollaSSedanZY117.jpg
118,2011,Chevrolet,Silverado 2500HD Work Truck Regular Cab LB,"$15,995$550/mo",2011 Chevrolet Silverado 2500HD Work Truck Regular Cab LB,https://washingtondc.craigslist.org/nva/ctd/d/manassas-2011-chevrolet-silverado/7824618993.html,"7216 Centreville Road 2011 Chevrolet Silverado 2500 VIN: 1GC0CVCG1BF251901 condition: excellent cylinders: 8 cylinders drive: rwd est. monthly pmt: $550 fuel: gas odometer: 142,000 paint color: white title status: clean transmission: automatic type: pickup more ads by this seller","Offered by: Commercial Auto and Trucks -- (703)330-6926 Commercial Auto and Trucks Mileage: 142000 Condition: Used Engine: 6.0L/V8 Transmission: Automatic 6-Speed Drivetrain: RWD Fuel: Gasoline Exterior Color: White Interior Color: Black Stock#: 963 WE DO IN HOUSE FINANCING *** BUY HERE PAY HERE ***, ASK FOR DETAILS (703)330-6926. WE ARE LOCATED AT 7216 CENTREVILLE RD MANASSAS VA 20111. OPEN 7 DAYS A WEEK. THERE IS NOT ANY FREIGHT OR DESTINATION CHARGES ON ANY VEHICLE. BUY OR SELL YOUR VEHICLE HERE. ALL VEHICLES ARE VIRGINIA INSPECTED AND COMES WITH 3 MONTHS /3000 MILES NATIONWIDE POWER TRAIN WARRANTY WITH FULL PURCHASE PRICE ON CASH DEALS ONLY (CERTAIN VEHICLES ARE EXCLUDED, CALL FOR DETAILS). WE ARE OPEN MON. - SAT. 10:00AM - 7:00PM AND SUN. 11:00AM - 5:00PM. AUTOCHECK REPORT IS AVAILABLE ON EVERY VEHICLE AT NO CHARGE. PRICE EXCLUDES PROCESSING FEE OF $699. *** COMMERCIAL AUTO AND TRUCKS IS NOT RESPONSIBLE FOR ANY MISPRINT ON FEATURES, EQUIPMENT, PRICE, AND ETC.*** VISIT COMMERCIAL AUTO AND TRUCKS ONLINE AT WWW.CATVA1.COM TO SEE MORE PICTURES OF THIS VEHICLE OR CALL US AT (703)330-6926 TODAY TO SCHEDULE YOUR TEST DRIVE. COMMERCIAL AUTO AND TRUCKS 7216 CENTREVILLE RD. MANASSAS VA 20111 (703)330-6926 WWW.CATVA1.COM",DN2011ChevroletSilverado250118.jpg
119,2011,Mercedes-Benz,E-Class E 350 Sedan 4D,"$9,995",2011 Mercedes-Benz E-Class E 350 Sedan 4D,https://washingtondc.craigslist.org/nva/ctd/d/manassas-2011-mercedes-benz-class-350/7824618810.html,"2011 Mercedes-Benz E350 VIN: WDDHF5GBXBA401712 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 97,592 paint color: brown title status: clean transmission: automatic type: sedan more ads by this seller","♔ ♛ ♔ ♛ ♔ ♛ ♔ ♛ ROYAL PIKE MOTORS ♛ ♔ ♛ ♔ ♛ ♔ ♛ ♔ ✅ Prime & Subprime Lending Available! ✅ We Finance Everyone! ✅ TONS OF LENDERS - We offer GUARANTEED APPROVAL FOR EVERYONE!!! ✅ BAD CREDIT, NO CREDIT, REPOS, BANKRUPTCY, WE GOT YOU COVERED. ✅ AS LONG AS YOU HAVE A JOB = YOU GOT A CAR WITH US!! 2011 Mercedes-Benz E-Class E 350 Sedan 4D Clean Carfax & Title, V6, , 3.5 Liter, Automatic, 5-Spd Leather Seats, Security Alarm System, 2Remote key fob, Towing Package Premium Sound system CD Changer, Sunroof, Back up Camera, Power liftgate Dual Power seats, Heated Seats, Dual A/C, Rear Climate Control, Excellent Mechanical conditions, Drives Very good, New VA inspection EX-L EDITION, LOADED WITH: Hill Start Assist Control, Traction Control, Stability Control, ABS (4-Wheel), Anti-Theft System, Keyless Entry, Air Conditioning, Air Conditioning, Rear Power Windows, Power Door Locks, Cruise Control, Power Steering, Tilt & Telescoping Wheel, AM/FM Stereo, CD/MP3 (Single Disc), Premium Sound, XM Satellite, Bluetooth Wireless, Backup Camera, Dual Air Bags, Side Air Bags, F&R Head Curtain Air Bags, Heated Seats, Dual Power Seats, Leather, Third Row Seat, Moon Roof, Daytime Running Lights, Fog Lights, Premium Wheels, and more... 📲CALL: 540-692-9345 TO GET THE BEST PRICE! Phone: (540) 692-9345 Website: www.Royalpikemotors.com Address: 411 North Commerce Ave, Front Royal, VA 22630 STORE HOURS MON - SAT: 9:00 AM To 6:00PM SUN: 10:00 AM To 5:00PM 👉 To Fill a Credit Application copy and paste this link: Royalpikemotors.com/securecreditapp DISCLAIMER ROYAL PIKE MOTORS will never sell, share, or spam your mobile number. EXTENDED WARRANTY AVAILABLE UP TO 4 YEARS. PAYMENTS AND DOWNPAYMENT SUBJECT TO CREDIT APPROVAL. CONTACT DEALER FOR MORE INFO. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The amount specified in this ad is a cash price for the vehicle, the price may change upon financing or other conditions. The down payment may vary depending on the qualified customer. Annual Percentage Rate (APR) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time processing fee of $499.00 plus tags, tax, title. Some fees and conditions may apply for dealer arranged financing. Price does not include registration for DMV taxes, tags, title or $499.00 processing fee. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",DO2011Mercedes-BenzE-ClassE119.jpg
120,2014,BMW,3 Series 335i xDrive Sedan 4D Heads up display Navigation,"$13,200",2014 BMW 3 Series 335i xDrive Sedan 4D Heads up display Navigation,https://washingtondc.craigslist.org/nva/ctd/d/manassas-2014-bmw-series-335i-xdrive/7824617730.html,"2014 BMW 335i VIN: WBA3B9G50ENR91365 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 100,308 paint color: blue title status: clean transmission: automatic type: sedan more ads by this seller","♔ ♛ ♔ ♛ ♔ ♛ ♔ ♛ ROYAL PIKE MOTORS ♛ ♔ ♛ ♔ ♛ ♔ ♛ ♔ ✅ Prime & Subprime Lending Available! ✅ We Finance Everyone! ✅ TONS OF LENDERS - We offer GUARANTEED APPROVAL FOR EVERYONE!!! ✅ BAD CREDIT, NO CREDIT, REPOS, BANKRUPTCY, WE GOT YOU COVERED. ✅ AS LONG AS YOU HAVE A JOB = YOU GOT A CAR WITH US!! 2014 BMW 3 Series 335i xDRIVE Sedan Great Condition and Price 6-Cyl, 3.0 L, 100 k miles Clean Carfax & Title, Very well maintained, Drives very smooth! Leather Seats, Remote key, 4 Like new tires, Sunroof, Dual Power Seats Great mechanical conditions, runs and drives very smooth, New Detailing Extra Clean Interior New detailing, New VA inspection, New oil change LOADED WITH: Cold Weather Pkg, Navigation Heads up display Premium Pkg, Sport Pkg, Hill Descent Control, Traction Control, Stability Control, ABS (4-Wheel), Air Conditioning, Power Windows, Power Door Locks, Cruise Control, Power Steering, Telescoping Wheel, AM/FM Stereo, CD/MP3 (Single Disc), Harman Kardon Sound, BMW Assist, Parking Sensors, Dual Air Bags, F&R Side Air Bags, Dual Power Seats, Leather, Moon Roof, Xenon Headlamps, Premium Wheels, and more... 📲CALL: 540-692-9345 TO GET THE BEST PRICE! Phone: (540) 692-9345 Website: www.Royalpikemotors.com Address: 411 North Commerce Ave, Front Royal, VA 22630 STORE HOURS MON - SAT: 9:00 AM To 6:00PM 👉 To Fill a Credit Application copy and paste this link: Royalpikemotors.com/securecreditapp DISCLAIMER ROYAL PIKE MOTORS will never sell, share, or spam your mobile number. EXTENDED WARRANTY AVAILABLE UP TO 4 YEARS. PAYMENTS AND DOWNPAYMENT SUBJECT TO CREDIT APPROVAL. CONTACT DEALER FOR MORE INFO. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. . Annual Percentage Rate (APR) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time processing fee of $499.00 plus tags, tax, title. Some fees and conditions may apply for dealer arranged financing. Price does not include registration for DMV taxes, tags, title or $499.00 processing fee. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",DP2014BMW3Series335ixDriveS120.jpg
121,2011,Ford,F150 SuperCrew Cab 4WD Lariat Pickup 4D 5 1/2 ft,"$15,499",2011 Ford F150 SuperCrew Cab 4WD Lariat Pickup 4D 5 1/2 ft,https://washingtondc.craigslist.org/nva/ctd/d/manassas-2011-ford-f150-supercrew-cab/7824616179.html,"2011 Ford F-150 VIN: 1FTFW1ET3BFD19023 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 135,391 title status: clean transmission: automatic type: pickup more ads by this seller","♔ ♛ ♔ ♛ ♔ ♛ ♔ ♛ ROYAL PIKE MOTORS ♛ ♔ ♛ ♔ ♛ ♔ ♛ ♔ ✅ Prime & Subprime Lending Available! ✅ We Finance Everyone! ✅ TONS OF LENDERS - We offer GUARANTEED APPROVAL FOR EVERYONE!!! ✅ BAD CREDIT, NO CREDIT, REPOS, BANKRUPTCY, WE GOT YOU COVERED. ✅ AS LONG AS YOU HAVE A JOB = YOU GOT A CAR WITH US!! 2011 Ford F150 SuperCrew Cab Lariat Pickup 4D 5 1/2 ft 4WD LOW MILES & PRICE 135,391 Miles, GOLD Color, 2WD, LOADED Very well maintained, Clean Carfax and Title, No RUST Towing Package, Bedliner, Hard Tonneau Cover, Leather Interior V6, Flex Fuel, 3.5l Liter, Automatic, 6-Spd ,360 Horse Power, Remote key fob, Extra Clean & Very Well Maintained 4 New Tires, New inspection XL EDITION LOADED WITH : Power Door Locks, Air Conditioning, Dual Air Bags, Power Steering, Cruise Control, Premium Wheels, Side Air Bags, Towing Pkg, AM/FM Stereo, Head Curtain Air Bags, Tilt Wheel, Anti-Theft System, Hill Start Assist Control, Traction Control, AdvanceTrac, Bed Liner, Power Windows, ABS (4-Wheel), and more.. 📲CALL: 540-692-9345 TO GET THE BEST PRICE! Phone: (540) 692-9345 Website: www.Royalpikemotors.com Address: 411 North Commerce Ave, Front Royal, VA 22630 STORE HOURS MON - SAT: 9:00 AM To 6:00PM 👉 To Fill a Credit Application copy and paste this link: Royalpikemotors.com/securecreditapp DISCLAIMER ROYAL PIKE MOTORS will never sell, share, or spam your mobile number. EXTENDED WARRANTY AVAILABLE UP TO 4 YEARS. PAYMENTS AND DOWNPAYMENT SUBJECT TO CREDIT APPROVAL. CONTACT DEALER FOR MORE INFO. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate (APR) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time processing fee of $499.00 plus tags, tax, title. Some fees and conditions may apply for dealer arranged financing. Price does not include registration for DMV taxes, tags, title or $499.00 processing fee. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",DQ2011FordF150SuperCrewCab4121.jpg
122,2013,Mini,COOPER S COUNTRYMAN LOW MILES (Timing chain replaced ON 106K,"$7,999",2013 Mini COOPER S COUNTRYMAN LOW MILES (Timing chain replaced ON 106K,https://washingtondc.craigslist.org/nva/ctd/d/2013-mini-cooper-countryman-low-miles/7824610333.html,"EUCLID AVENUE near LIBERIA AVENUE google map  2013 Mini Countryman S VIN: WMWZC3C57DWP20953 condition: like new cylinders: 4 cylinders drive: fwd fuel: gas odometer: 109,000 paint color: red title status: clean transmission: automatic type: hatchback more ads by this seller","Thank you for visiting Best Auto of Manassas, INC!We do our absolute BEST to give you the tools you need to make an informed decision, before purchasing! We make the car buying process as quick and easy as possible! First, we provide you with a free CarFax history report on every vehicle in our inventory. Second, we give you a FREE 90 day / 3,000 mile warranty which includes 24/7 roadside assistance at NO EXTRA COST. Finally, we process all your DMV paperwork for you to save YOU time, because TIME IS MONEY!Our prices are firm, please do not contact attempting to negotiate.We accept trade-ins and also buy your vehicle(s). We offer easy and guaranteed financing options. While you make your decision, watch some TV and have a cup of tea or coffee in our cozy lobby.This vehicle has inspection and emission.So come on by to meet our friendly and knowledgeable staff so you can experience car buying, the way it should be, at Best Auto of Manassas, INC. We are located at 9124 Antique Way Manassas, VA 20110.You will leave with the vehicle you want, but most importantly, you will leave with a smile!Please visit our website (www.bestautova.com) for more pictures and further details. The FREE CarFax is available on every single car's page listing by clicking or tapping ""Show me the CarFax."" Feel free to call our office (703)-367-0402 or text (703)-677-5883 with any questions or if you need assistance.(Timing chain replaced ON 106K) - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS.Top Features Alloy Wheels Run Flat Tires Leatherette Seats Turbo Charged Engine Panoramic Sunroof Basic Features ABS Brakes Auxiliary Audio Input Power Locks Rear Spoiler AM/FM Stereo CD Audio Power Mirrors Side Airbags Air Conditioning Cruise Control Power Windows Traction Control Automatic Transmission Overhead Airbags Rear Defroster.Active Head Restraints Additional Airbags Alloy Wheels Anti-Theft System Auto-dimming Rearview Mirror Bluetooth Braking Assist Chrome Exhaust Tip Cornering Brake Control Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Electronic Braking System Electronic Traction Control FWD Fog Lights Front Bucket Seats Halogen Headlights Leather Shift Knob Leather Steering Wheel Leatherette Upholstery Multi-Function Display Push-Button Start Radio Data System Rear Bucket Seats Rear Headrests Rear Spoiler Run Flat Tires Satellite Radio Side Airbags Silver Roof Rails Sport Suspension Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turbocharger USB Audio Input",DR2013MiniCOOPERSCOUNTRYMAN122.jpg
123,2009,Toyota,TACOMA DOUBLE CAB PRERUNNER ONE OWNER LOW MILES,"$16,999",2009 Toyota TACOMA DOUBLE CAB PRERUNNER ONE OWNER LOW MILES,https://washingtondc.craigslist.org/nva/ctd/d/2009-toyota-tacoma-double-cab-prerunner/7824610178.html,"EUCLID AVENUE near LIBERIA AVENUE google map  2009 Toyota Tacoma Deluxe VIN: 3TMJU62NX9M077084 condition: like new cylinders: 6 cylinders drive: rwd fuel: gas odometer: 53,000 paint color: silver title status: clean transmission: manual type: pickup more ads by this seller","Thank you for visiting Best Auto of Manassas, INC!We do our absolute BEST to give you the tools you need to make an informed decision, before purchasing! We make the car buying process as quick and easy as possible! First, we provide you with a free CarFax history report on every vehicle in our inventory. Second, we give you a FREE 90 day / 3,000 mile limited warranty which includes 24/7 roadside assistance at NO EXTRA COST. Finally, we process all your DMV paperwork for you to save YOU time, because TIME IS MONEY!Our prices are firm, please do not contact attempting to negotiate.We accept trade-ins and also buy your vehicle(s). We have financing options availble . While you make your decision, watch some TV and have a cup of tea or coffee in our cozy lobby.So come on by to meet our friendly and knowledgeable staff so you can experience car buying, the way it should be, at Best Auto of Manassas, INC. We are located at 9124 Antique Way Manassas, VA 20110.You will leave with the vehicle you want, but most importantly, you will leave with a smile!Please visit our website (www.bestautova.com) for more pictures and further details. The FREE CarFax is available on every single car's page listing by clicking or tapping ""Show me the CarFax."" Feel free to call our office (703)-367-0402 or text (703)-677-5883 with any questions or if you need assistance.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - AM/FM CD/DVD - Immobilizer - Keyless Entry - Alarm - Available - Dual Airbags Front Head and Side - Active Seatbelts - Passenger Airbag Sensor - Dual Rear Side Airbag - Crew Cab - Regular Bed - All Wheel ABS - 1/2 Ton.4X2 5.0' Bed Length Active Head Restraints Anti-Theft System Auto Adjusting Shoulder Belts Braking Assist Curtain Airbags Electronic Braking System Electronic Traction Control Front Bucket Seats Full Size Spare Tire Removable Tailgate Satellite Radio Side Airbags Stability Control Tire Pressure Monitoring System",DS2009ToyotaTACOMADOUBLECAB123.jpg
