id,year,make,model,price,title,carAttrs,bodyText,imageName
98,2010,Lexus,RX 350 AWD ONE OWNER LOW MILES,"$11,599",2010 Lexus RX 350 AWD ONE OWNER LOW MILES,"EUCLID AVENUE near LIBERIA AVENUE google map  2010 Lexus RX 350 VIN: 2T2BK1BA7AC046409 condition: like new cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 130,000 paint color: red title status: clean transmission: automatic type: SUV more ads by this seller","Thank you for visiting best auto of manassas, inc!We do our absolute best to give you the tools you need to make an informed decision, before purchasing! We make the car buying process as quick and easy as possible! First, we provide you with a free CarFax history report on every vehicle in our inventory. Second, we give you a free 90 day / 3,000 mile limited warranty which includes 24/7 roadside assistance at NO extra cost. Finally, we process all your dmv paperwork for you to save you time, because time IS money!Our prices are firm, please do not contact attempting to negotiate.We accept trade-ins and also buy your vehicle(s). We have financing options availble . While you make your decision, watch some TV and have a cup of tea or coffee in our cozy lobby.So come on by to meet our friendly and knowledgeable staff so you can experience car buying, the way it should be, at best auto of manassas, inc. 9124 antique way Manassas,20110.You will leave with the vehicle you want, but most importantly, you will leave with a smile!Please visit our ( for more pictures and further details. The free CarFax is available on every single car's page listing by clicking or tapping ""Show me the CarFax."" feel free to call our office or text with any questions or if you need assistance.(oil and filter change front and rear brake pad rotor replaced)awd active head restraints adaptive headlights additional airbags adjustable lumbar support alloy wheels Anti-Theft system approach lights auto-dimming rearview mirror automatic climate control bluetooth braking assist bucket seats comfort package connected car cooled seats cruise control curtain airbags defroster package Dual-Zone climate control electronic braking system electronic traction control fog lights front bucket seats heated seats heated side mirrors High-Intensity headlights leather shift knob leather steering wheel leather trimmed seats limited slip differential memorized seat settings moonroof / sunroof navigation system on demand 4WD power liftgate power seats power sliding doors power telescoping steering wheel premium package premium sound premium sound system Push-Button start rear headrests rear privacy glass rear spoiler rearview camera safety brake pedal system satellite radio self-leveling headlights side airbags stability control steering wheel mounted controls tire pressure monitoring system turn signal mirrors usb audio input video monitor",CT2010LexusRX350AWDONEOWNER98.jpg
99,2013,Ford,EDGE LIMITED AWD LOW MILES,"$8,999",2013 Ford EDGE LIMITED AWD LOW MILES,"EUCLID AVENUE near LIBERIA AVENUE google map  2013 Ford Edge Limited VIN: 2FMDK4KC7DBA01043 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 120,000 paint color: red title status: clean transmission: automatic type: SUV more ads by this seller","Thank you for visiting best auto of manassas, inc!We do our absolute best to give you the tools you need to make an informed decision, before purchasing! We make the car buying process as quick and easy as possible! First, we provide you with a free CarFax history report on every vehicle in our inventory. Second, we give you a free 90 day / 3,000 mile limited warranty which includes 24/7 roadside assistance at NO extra cost. Finally, we process all your dmv paperwork for you to save you time, because time IS money!Our prices are firm, please do not contact attempting to negotiate.We accept trade-ins and also buy your vehicle(s). We have financing options availble . While you make your decision, watch some TV and have a cup of tea or coffee in our cozy lobby.So come on by to meet our friendly and knowledgeable staff so you can experience car buying, the way it should be, at best auto of manassas, inc. 9124 antique way Manassas,20110.You will leave with the vehicle you want, but most importantly, you will leave with a smile!Please visit our ( for more pictures and further details. The free CarFax is available on every single car's page listing by clicking or tapping ""Show me the CarFax."" feel free to call our office or text with any questions or if you need assistance.[Equipment / accessories] awd accident avoidance systems adjustable lumbar support alloy wheels android automotive Anti-Theft system apple carplay auto-dimming rearview mirror automatic climate control blind spot warning bluetooth braking assist chrome exhaust tip chrome grille chrome wheels connected car crash sensors cruise control curtain airbags dual exhaust Dual-Zone climate control electronic braking system electronic messaging assistance electronic traction control fog lights front bucket seats full size spare tire halogen headlights heated seats heated side mirrors High-Intensity headlights keyless entry leather seats leather shift knob leather steering wheel limited slip differential memorized seat settings memory card slot moonroof / sunroof Multi-Function display myford touch technology package navigation system Off-Road package Off-Road suspension on demand 4WD parking sensors power seats premium sound premium sound system premium wheels Push-Button start radio data system real time traffic rear air conditioning rear headrests rear privacy glass rear spoiler rearview camera satellite radio side airbags stability control steering wheel mounted controls tire pressure monitoring system turn signal mirrors usb audio input video system vision package voice activated commands",CU2013FordEDGELIMITEDAWDLOW99.jpg
100,2008,TOYOTA,SOLARA SE CONVERTIBLE,"$7,599",2008 TOYOTA SOLARA SE CONVERTIBLE,"5104 PARK DR STE 106 near four mile fork 2008 toyota camry solara convertible VIN: 4T1FA38PX8U143547 condition: excellent cylinders: 6 cylinders drive: fwd fuel: gas odometer: 127,551 paint color: silver title status: clean transmission: automatic type: convertible more ads by this seller","2008 toyota solara convertible SE only 127k va inspected runs excellent call now .... Financing available, financing available, financing available, financing available... Keyless entry, aux, fully loaded, heated seats, cd player, cold AC new tires... Clean carfax 21 dealer service records... Offered by: united motors llc -- -- text (or call) for price vin: 4T1FA38PX8U143547 stock #: 01087 condition: used mileage: 127,551 exterior: silver interior: gray transmission: automatic engine: 3.3L V6 united motors, llc go to my to get more information www.unitedvamotors.com please text all reasonable offers to accept trade-ins financing available, financing available, financing available, financing available : address: 5104 park dr ste 106 fredericksburg, va 22408 : taxes, title and are extra [new!] text for quick answers to your questions. (Msg & data rates may apply)dlr",CV2008TOYOTASOLARASECONVERT100.jpg
101,2013,Land,Rover LR4 HSE,"$12,500",2013 Land Rover LR4 HSE,"2013 land rover lr4 condition: excellent cylinders: 8 cylinders drive: 4wd fuel: gas odometer: 114,000 paint color: grey title status: clean transmission: automatic type: SUV","2013 LR4 hse fully loaded. Perfect service record over dollars recent services. 114000 miles. With navigation, center console cooler, leather interior, third row seats",CW2013LandRoverLR4HSEZYXWVU101.jpg
102,2014,Nissan,NV 1500 Cargo81kauto V6transport partspackagemedical,"$13,000",2014 Nissan NV 1500 Cargo81kauto V6transport partspackagemedical,"2014 Nissan NV2500 Cargo condition: good cylinders: 6 cylinders drive: rwd fuel: gas odometer: 81,998 paint color: white title status: clean transmission: automatic type: truck","2014 very low miles, no issues. Md inspected. Clean title. 81k miles. Second owner. Any questions dont hesitate show contact info call/text. Mr thomas","CX2014NissanNV1500Cargo,81k102.jpg"
103,2011,Hyundai,Sonata Hybrid Base 4dr Sedan,"$6,999",2011 Hyundai Sonata Hybrid Base 4dr Sedan,"25280 PLEASANT VALLEY ROAD UNIT 174 google map  2011 hyundai sonata hybrid VIN: KMHEC4A4XBA017872 condition: excellent cylinders: 4 cylinders drive: fwd fuel: hybrid odometer: 149,272 paint color: black title status: clean transmission: automatic type: sedan more ads by this seller","Stock#LMC1717 mechanically perfect, clean IN and out, nice and well kept, hyundai sonata hybrid sedan IS ON sale, clean leather interior 4 cylinder smooth hybrid engine good ON gas, automatic transmission shifts smooth 149K miles driven only fully detailed/cleaned freshstate inspection and emission power (doors, windows, steering, mirrors,) posh statr, etc... good tires, and alloy wheels, etc.... drives excellent competitive price loudoun motor cars in chantillyis the sister concern company of loudoun used cars in leesburg VA. We are one of the renowned pre-owned used cars business, operating both in chantillyand leesburgserving nationwide especially the adjacent areas of tri states (DC/MD/VA) and WV with the quite satisfaction of hundreds of customers. With the each passing day we rapidly adding countless happy customers to our business circle having rating close to 5 (five) stars. Prior to offer for sale, our vehicles are thoroughly inspected by the competent experts and if needed brought into compliance as well. Our prime focus in this essential area of life is to facilitate the customers with quality vehicles within competitive prices. We are continuously striving to provide full technical support to customers as per their requirement, help them to choose the appropriate vehicle which is best fit in their budget. We are committed to provide our customers pressure free environment with honest opinion. Third party warranties are also offered if required by customers. We are glad to serve you anytime 11.00 A.M to 6.00 P.M mon. To fri. Sunday 12 PM to 05 PM listed price for vehicle doesn'T include title/tax/registration/license, & finance charges. financing available, terms and conditions apply. trade-ins welcome, always offer fair book value disclaimer: any warranty that is provided by a third party is provided solely by such third party, and not by us or any other of our affiliates. :- this vehicle is available at 25280 pleasant valley RD.unit 174 20152 for quick info pl. call for text messages post id: posted: 11 days ago best of [?]",CY2011HyundaiSonataHybridBa103.jpg
104,2023,Honda,Civic 1.5T 4D EX - LOW Mileage 11K!!!,"$26,500",2023 Honda Civic 1.5T 4D EX - LOW Mileage 11K!!!,"2023 Honda Civic EX VIN: 2HGFE1F74PH315039 condition: like new cylinders: 4 cylinders fuel: gas odometer: 11,000 paint color: white title status: clean transmission: automatic type: sedan","Looking for a reliable, fuel-efficient, and stylish sedan? This 2023 honda civic EX is the perfect choice! Well-maintained (kept in garage) and in pristine condition, this car comes with a white pearl exterior and a black cloth interior, giving it a sleek and modern look. I am planning to get a suv and no longer need this car. Vehicle details: -- make & model: 2023 honda civic 1.5T EX BD -- body style: 4-Door sedan -- engine: 1.5L turbocharged 4-Cylinder (180 HP) -- transmission: continuously variable transmission (cvt) -- drivetrain: Front-Wheel drive (4x2) -- fuel type: gasoline -- exterior color: white pearl -- interior: black cloth -- title: clean serious inquiries only. Features & highlights: honda sensing safety suite (Collision mitigation braking, lane keep assist, adaptive cruise control) sunroof enjoy the open sky on your drives heated front seats perfect for chilly days Dual-Zone climate control comfort for both driver and passenger 8-Speaker premium audio system crystal-clear sound for your favorite tunes apple CarPlay & android auto seamless smartphone integration remote start & keyless entry convenience at your fingertips fuel efficiency up to 42 mpg highway",CZ2023HondaCivic1.5T4DEX-LO104.jpg
105,2002,Camaro,SS,"$25,000",2002 Camaro SS,"2002 Chevrolet Camaro Sport Coupe & Convertible VIN: 2G1FP22G222142937 condition: good cylinders: 8 cylinders drive: rwd fuel: gas odometer: 27,175 paint color: black title status: clean transmission: manual type: coupe","For sale is a 2002 camaro SS slp 35th anniversary with 27,175 original miles. The camaro has approximately 10k of modifications into the engine which I can provide upon request via build sheet. The motor has a set of TrickFlo heads, a btr cam, upgraded clutch, fast manifold, upgraded fuel rails, injectors, and fuel pump and more... All of the work was professionally done to include a tune/ dyno at complete street performance in PA. I have most of all of the original parts in include the original window sticker when the vehicle was purchased from the chevy dealers in 02. The vehicle has never been in an accident and has the original paint. The paint is good however, it is not perfect due to rock chips and age. The has been stored in a garage all of its time with me and under a car cover which will sell with the vehicle. The passenger side window motor needs to be replaced. This issue occurs due to the weight of the window and age of the car. The AC blows hot and cold, but the air direction control does not work properly. The wind shield fluid dispenser does not work as well and has not worked since I have owned the vehicle. No other issues with the vehicle to note. Due to the above mentioned that needs to be fixed I am willing to negotiate the offers. 25k obo title is in hand.",DA2002CamaroSSZYXWVUTSRQPON105.jpg
106,2020,Audi,Q3 S-Line Premium - black trim,"$22,000",2020 Audi Q3 S-Line Premium - black trim,"2020 audi q3 condition: excellent cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 38,500 paint color: grey title status: clean transmission: automatic type: SUV cryptocurrency ok","2020 audi Q3 premium s-line with black rims, trim and interior. Nice chronos grey color only 38500 miles audi warranty expired 3/2024 ** vehicle has hail damage that is mostly on hood and some on roof. Tried to show in pictures. clean title and in excellent like new condition. ** all wheel drive quattro panoramic sunroof apple & android CarPlay lane departure warning parking sensors leatherette seats - power driver seat front seat heaters heated mirrors rain sensing wipers rear camera automatic high beams Hands-Free power liftgate integrated turn signal mirrors led headlights privacy rear glass / front tinted windows",DB2020AudiQ3S-LinePremium-b106.jpg
107,2015,Mercedes,C300 4 Matic BEST CASH OFFER,"$10,900",2015 Mercedes C300 4 Matic BEST CASH OFFER,"google map  2015 mercedes c300 condition: good cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 81,537 paint color: white title status: rebuilt transmission: automatic type: sedan",2015 C300 4Matic (All wheel drive) 81k miles white exterior black interior comfort package cold weather package sport package with sport and sport+ mode heated seats upgraded 12 touch screen installed has CarPlay amg grill installed light up mercedes logo but not connected black gloss rims comes with two (brand new front tires) recent oil change euro synthetic always 93 octane gas tinted windows mercedes roof rack mercedes roof carrier basket mercedes weatherproof floor mats black wrapped top to match the sunroof wrapped rear and front lights can be removed mercedes logo lights in doors rear spoiler cons- rear driver window has some scratches sunroof doesnt work accident history inspected and safe to drive been driven daily cleantitle in my name only selling because getting company car.,DC2015MercedesC3004MaticBES107.jpg
108,2010,TOYOTA,SIENNA (LE) NEWINSPECTION/119K MILES ONLY,"$7,999",2010 TOYOTA SIENNA (LE) NEWINSPECTION/119K MILES ONLY,"809 SOUTH KING STREET google map  2010 Toyota Sienna VIN: 5TDKK4CC5AS341053 condition: excellent cylinders: 6 cylinders fuel: gas odometer: 119,359 title status: clean transmission: automatic type: minivan more ads by this seller","Stock#Z3521 check out this 2010 toyota sienna LE with 119K miles, a perfect family van known for its reliability and comfort! This sienna has just passed a new virginia inspection and is in nice and clean condition, ready for its next owner. With its spacious interior and smooth drive, it's an excellent choice for families or anyone needing extra room. Dont miss this dependable minivancontact us today for more details or to schedule a test drive! For more info please copy and paste below link in your browser welcome to loudoun used cars, your premier destination for quality pre-owned vehicles. With two convenient loudoun used cars in , and loudoun motor cars in be sure to check the of the vehicle before visiting either lot. Since our establishment in 2012, we have proudly served customers nationwide, with a strong focus on the DC/MD/VA tri-state area and west virginia. Our commitment to customer satisfaction is reflected in our nearly five-star rating and the countless happy customers we've served over the years. At loudoun used cars, every vehicle undergoes a thorough inspection by our competent experts to ensure top quality and compliance. We aim to provide our customers with quality vehicles at competitive prices, backed by full technical support tailored to your needs. We also offer third-party warranties upon request for added peace of mind. Visit us at our leesburg or chantilly to explore our extensive inventory. We welcome walk-ins and scheduled test drives from monday to saturday, 11 am to 6 pm, and on sunday from noon to 5 pm. Please note that listed vehicle prices do not include title, tax, registration, license, a , or finance charges. Financing options are available with terms and conditions that apply. Whether you're looking to trade in your current vehicle or purchase a pre-owned car, rest assured that we always offer fair book values and strive for a transparent transaction. For more information or to schedule a visit, please contact us at (work) or (text). Experience the difference at loudoun used cars and loudoun motor cars today.",DD2010TOYOTASIENNA(LE)NEWVA108.jpg
110,2017,FORD,EDGE SE (SUV) AWD/CAM/4-CYLINDER,"$8,999",2017 FORD EDGE SE (SUV) AWD/CAM/4-CYLINDER,"809 SOUTH KING STREET google map  2017 Ford Edge SE VIN: 2FMPK4G9XHBB30152 condition: excellent cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 110,612 title status: clean transmission: automatic type: SUV more ads by this seller","Stock#Z3502 dont miss out on this 2017 ford edge SE awd, a stylish and dependable suv with 110K miles! Powered by a fuel-efficient 4-cylinder engine, it delivers great performance while saving on gas. This suv is equipped with a backup camera for added safety and convenience and has just passed a new virginia inspection, making it road-ready for its next owner. Whether you need a comfortable daily driver, a family-friendly ride, or a vehicle for weekend getaways, this all-wheel-drive ford edge is a perfect choice. Drives great and offers excellent value! Contact us today for more details or to schedule a test drive! For more info please copy and paste below link in your browser welcome to loudoun used cars, your premier destination for quality pre-owned vehicles. With two convenient loudoun used cars in , and loudoun motor cars in be sure to check the of the vehicle before visiting either lot. Since our establishment in 2012, we have proudly served customers nationwide, with a strong focus on the DC/MD/VA tri-state area and west virginia. Our commitment to customer satisfaction is reflected in our nearly five-star rating and the countless happy customers we've served over the years. At loudoun used cars, every vehicle undergoes a thorough inspection by our competent experts to ensure top quality and compliance. We aim to provide our customers with quality vehicles at competitive prices, backed by full technical support tailored to your needs. We also offer third-party warranties upon request for added peace of mind. Visit us at our leesburg or chantilly to explore our extensive inventory. We welcome walk-ins and scheduled test drives from monday to saturday, 11 am to 6 pm, and on sunday from noon to 5 pm. Please note that listed vehicle prices do not include title, tax, registration, license, a , or finance charges. Financing options are available with terms and conditions that apply. Whether you're looking to trade in your current vehicle or purchase a pre-owned car, rest assured that we always offer fair book values and strive for a transparent transaction. For more information or to schedule a visit, please contact us at (work) or (text). Experience the difference at loudoun used cars and loudoun motor cars today.",DF2017FORDEDGESE(SUV)AWDCAM110.jpg
111,2013,hyundai,elantra,"$4,500",2013 hyundai elantra,"2013 hyundai elantra gls condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 137,697 paint color: white title status: clean transmission: automatic type: sedan",Runs perfect 0 issues for number if serious,DG2013hyundaielantraZYXWVUT111.jpg
112,,,,"$8,500",chevrolet traverse,"2016 chevrolet traverse VIN: 1GNKVGKD0GJ121710 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 123,774 paint color: blue title status: clean transmission: automatic type: SUV","Clean tittle, good condition, ready for drive",DHchevrolettraverseZYXWVUTS112.jpg
113,2014,Subaru,Outback Limited AWD Navigation warrantySTATE INSPECTED,"$7,999",2014 Subaru Outback Limited AWD Navigation warrantySTATE INSPECTED,"2014 subaru outback condition: excellent cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 124,000 paint color: blue title status: rebuilt transmission: automatic type: SUV more ads by this seller","Please watch the walk around video, alot OF your questions will BE answered. ... live walk around video on link. ... ... 2014 subaru outback limited awd maryland state inspected 124k miles text | call hans & ... Eye sight, lane departure sunroof leather seats heated front seats power seats navigation ... Best way of getting hold of more information is via text @ . (Hans) ... text OR call hans @ if you have any further questions. ... Please text to set up a time to test drive. ... the price you see IS correct!! NO additional mark UP OR crazy !! If you are a maryland resident, we have to collect the state tax & tag and register the car for you & get the maryland plates for you. Dealership only & only extra is a .!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 take exit 15 west onto central ave towards WashingtonPass 3 stop light (Last one ritchie rd) after shell gas station and kfc make the immediate left on to west hampton ave we are at the end of west hampton ave if you get to hill road you went too far. ... Amazing auto center 223 west hampton ave capitol heights,20743",DI2014SubaruOutbackLimitedA113.jpg
114,2013,Hyundai,Elantra GLS automatic warranty Maryland State Inspected,"$5,500",2013 Hyundai Elantra GLS automatic warranty Maryland State Inspected,"2013 hyundai elantra condition: excellent cylinders: 4 cylinders fuel: gas odometer: 114,000 paint color: silver title status: clean transmission: automatic more ads by this seller","Please watch the walk around video, alot OF your questions will BE answered. ... 2013 hyundai elantra gls warranty maryland state inspected 114K miles text /Call hans @ ... Heated seats, power train warranty, alloy wheels, 28 mpg city / 38 mpg highway, clean nice commuter car ,. walk around video on link. ... ... Best way of getting hold of more information is via text @ . (Hans) ... text OR call hans @ if you have any further questions. ... Please text to set up a time to test drive. ... the price you see IS correct!! NO additional mark UP OR crazy !! If you are a maryland resident, we have to collect the state tax & tag and register the car for you & get the maryland plates for you. Dealership only & only extra is a .!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 take exit 15 west onto central ave towards WashingtonPass 3 stop light (Last one ritchie rd) after shell gas station and kfc make the immediate left on to west hampton ave we are at the end of west hampton ave if you get to hill road you went too far. ... Amazing auto center 223 west hampton ave capitol heights,20743",DJ2013HyundaiElantraGLSauto114.jpg
115,2019,Kia,Stinger GT1 AWD 58K miles WarrantyState Inspected custom,"$19,999",2019 Kia Stinger GT1 AWD 58K miles WarrantyState Inspected custom,"2019 kia stinger condition: like new cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 58,500 title status: rebuilt transmission: automatic more ads by this seller","Please watch the walk around video, alot OF your questions will BE answered. ... live walk around video on link. ... ... 2019 kia stinger GT1 awd 59k miles warranty maryland state inspected text / call hans @ ... 3.3 twin turbo harman kardon QuantumLogic premium audio forward collision avoidance assistance with pedestrian detection heated / cold front seats heated steering 8-inch touch screen navigation lane change lane keep blind side monitor apple car play android bluetooth G- force meter ... Best way of getting hold of more information is via text @ . (Hans) ... text OR call hans @ if you have any further questions. ... Please text to set up a time to test drive. ... the price you see IS correct!! NO additional mark UP OR crazy !! If you are a maryland resident, we have to collect the state tax & tag and register the car for you & get the maryland plates for you. Dealership only & only extra is a .!! ... Runs and drives excellent, everything works. included in the price is a 30-day power train warranty. ... direction from I-495/I-95 take exit 15 west onto central ave towards WashingtonPass 3 stop light (Last one ritchie rd) after shell gas station and kfc make the immediate left on to west hampton ave we are at the end of west hampton ave if you get to hill road you went too far. ... Amazing auto center 223 west hampton ave capitol heights,20743",DK2019KiaStingerGT1AWD58Kmi115.jpg
116,2011,Land,Rover LR4 HSE AWD 7 passenger Maryland State Inspected 110k,"$7,999",2011 Land Rover LR4 HSE AWD 7 passenger Maryland State Inspected 110k,"2011 land rover lr4 condition: excellent cylinders: 8 cylinders drive: 4wd fuel: gas odometer: 110,000 title status: rebuilt transmission: automatic type: SUV more ads by this seller","Please watch the walk around video, alot OF your questions will BE answered. ... live walk around video on link. ... ... 2011 land rover LR4 hse 110K miles 7 passengerState inspected text / call hans @ ... 3 sunroofs leather upholstery navigation blue tooth rear camera heated seats loaded with options ... Best way of getting hold of more information is via text @ . (Hans) ... text OR call hans @ if you have any further questions. ... Please text to set up a time to test drive. ... the price you see IS correct!! NO additional mark UP OR crazy !! If you are a maryland resident, we have to collect the state tax & tag and register the car for you & get the maryland plates for you. Dealership only & only extra is a .!! ... vehicle vin number SALAG2D4XBA558050 ... Runs and drives excellent, everything works. ... direction from I-495/I-95 take exit 15 west onto central ave towards WashingtonPass 3 stop light (Last one ritchie rd) after shell gas station and kfc make the immediate left on to west hampton ave we are at the end of west hampton ave if you get to hill road you went too far. ... Amazing auto center 223 west hampton ave capitol heights,20743",DL2011LandRoverLR4HSEAWD7pa116.jpg
117,2016,Toyota,Corolla S Sedan,"$14,995$400/mo",2016 Toyota Corolla S Sedan,"7216 Centreville Road 2016 Toyota Corolla L/LE VIN: 5YFBURHE9GP474675 condition: excellent cylinders: 4 cylinders drive: fwd est. monthly pmt: $400 fuel: gas odometer: 116,000 paint color: white title status: clean transmission: automatic type: sedan more ads by this seller","Offered by: -- mileage: 116000 condition: used engine: 1.8L/V4 transmission: automatic drivetrain: fwd fuel: gasoline exterior color: white interior color: black stock#: 982 WE DO IN house financing *** buy here pay here ***, ask for details . 7216 centreville RD MANASSAS20111. open 7 days A week. there IS not any freight OR destination charges ON any vehicle. buy OR sell your vehicle here. all vehicles are virginia inspected and comes with 3 months /3000 miles nationwide power train warranty with full purchase price ON cash deals only (certain vehicles are excluded, call for details). WE are open mon. - sat. - and sun. - . autocheck report IS available ON every vehicle AT NO charge. price excludes OF . *** IS not responsible for any misprint ON features, equipment, price, and etc.*** visit online AT www.CATVA1.com TO see more pictures OF this vehicle OR call US AT today TO schedule your test drive. 7216 centreville RD. MANASSAS20111 www.CATVA1.com",DM2016ToyotaCorollaSSedanZY117.jpg
118,2011,Chevrolet,Silverado 2500HD Work Truck Regular Cab LB,"$15,995$550/mo",2011 Chevrolet Silverado 2500HD Work Truck Regular Cab LB,"7216 Centreville Road 2011 Chevrolet Silverado 2500 VIN: 1GC0CVCG1BF251901 condition: excellent cylinders: 8 cylinders drive: rwd est. monthly pmt: $550 fuel: gas odometer: 142,000 paint color: white title status: clean transmission: automatic type: pickup more ads by this seller","Offered by: -- mileage: 142000 condition: used engine: 6.0L/V8 transmission: automatic 6-Speed drivetrain: rwd fuel: gasoline exterior color: white interior color: black stock#: 963 WE DO IN house financing *** buy here pay here ***, ask for details . 7216 centreville RD MANASSAS20111. open 7 days A week. there IS not any freight OR destination charges ON any vehicle. buy OR sell your vehicle here. all vehicles are virginia inspected and comes with 3 months /3000 miles nationwide power train warranty with full purchase price ON cash deals only (certain vehicles are excluded, call for details). WE are open mon. - sat. - and sun. - . autocheck report IS available ON every vehicle AT NO charge. price excludes OF . *** IS not responsible for any misprint ON features, equipment, price, and etc.*** visit online AT www.CATVA1.com TO see more pictures OF this vehicle OR call US AT today TO schedule your test drive. 7216 centreville RD. MANASSAS20111 www.CATVA1.com",DN2011ChevroletSilverado250118.jpg
119,2011,Mercedes-Benz,E-Class E 350 Sedan 4D,"$9,995",2011 Mercedes-Benz E-Class E 350 Sedan 4D,"2011 Mercedes-Benz E350 VIN: WDDHF5GBXBA401712 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 97,592 paint color: brown title status: clean transmission: automatic type: sedan more ads by this seller","Royal pike motors prime & subprime lending available! We finance everyone! tons OF lenders - we offer guaranteed approval for everyone!!! bad credit, NO credit, repos, bankruptcy, WE got you covered. AS long AS you have A job = you got A car with US!! 2011 Mercedes-Benz E-Class E 350 sedan 4D clean carfax & title, V6, , 3.5 liter, automatic, 5-Spd leather seats, security alarm system, 2Remote key fob, towing package premium sound system CD changer, sunroof, back up camera, power liftgate dual power seats, heated seats, dual A/C, rear climate control, excellent mechanical conditions, drives very good, newinspection EX-L edition, loaded with: hill start assist control, traction control, stability control, abs (4-Wheel), Anti-Theft system, keyless entry, air conditioning, air conditioning, rear power windows, power door locks, cruise control, power steering, tilt & telescoping wheel, AM/FM stereo, CD/MP3 (Single disc), premium sound, XM satellite, bluetooth wireless, backup camera, dual air bags, side air bags, F&R head curtain air bags, heated seats, dual power seats, leather, third row seat, moon roof, daytime running lights, fog lights, premium wheels, and more... call: TO get the best price! : : address: 411 north commerce ave, front royal,22630 store hours mon - sat: to sun: to to fill a credit application copy and paste this link: royalpikemotors.com/securecreditapp disclaimer royal pike motors will never sell, share, or spam your mobile number. extended warranty available UP TO 4 years. payments and downpayment subject TO credit approval. contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The amount specified in this ad is a cash price for the vehicle, the price may change upon financing or other conditions. The down payment may vary depending on the qualified customer. Annual percentage rate (apr) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged financing. Price does not include registration for dmv taxes, tags, title or . All advertised prices exclude government and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",DO2011Mercedes-BenzE-ClassE119.jpg
