ID,Title,Price,URL,MapAndAttrs,PostingBody,ImageCount,ImageFileName
7829086926,,"$8,000",https://washingtondc.craigslist.org/mld/cto/d/burtonsville-handicap-wheelchair-van/7829086926.html,"2002 dodge grand caravan condition: excellent fuel: gas odometer: 122,000 title status: clean transmission: automatic type: van","Very nice Dodge grand caravan with only 122K in very good condition… the van is equipped with rear entry ramp and is perfect for a family with handicaped person to get out and be mobile…engine is strong and transmission is smooth, no leaks… Recent maintenance include new valve cover gaskets, front and back, all new shocks, new rack and pinion boots, etc….fresh Freon, blows nice cold…recent work on headliner… The van is year 2002 so is good for historic plates in Md… clean title, call 301323352O",1,7829086926
7829797623,,"$8,300",https://washingtondc.craigslist.org/mld/cto/d/boyds-2014-chrysler-200-limited-36l-v6/7829797623.html,"2014 Chrysler 200 Limited condition: good cylinders: 6 cylinders fuel: gas odometer: 58,797 paint color: blue title status: clean transmission: automatic type: sedan",Low miles. Leather seats. Well maintained. Being sold as is. Back up camera and apple car play. Runs well and no known issues.,1,7829797623
7830682087,,"$11,499",https://washingtondc.craigslist.org/nva/ctd/d/manassas-2004-lexus-gx-gx-470-sport/7830682087.html,"2004 Lexus GX 470 VIN: JTJBT20X540044409 condition: good cylinders: 8 cylinders drive: 4wd fuel: gas odometer: 134,973 paint color: blue title status: clean transmission: automatic type: SUV more ads by this seller","♔ ♛ ♔ ♛ ♔ ♛ ♔ ♛ ROYAL PIKE MOTORS ♛ ♔ ♛ ♔ ♛ ♔ ♛ ♔ ✅ Prime & Subprime Lending Available! ✅ We Finance Everyone! ✅ TONS OF LENDERS - We offer GUARANTEED APPROVAL FOR EVERYONE!!! ✅ BAD CREDIT, NO CREDIT, REPOS, BANKRUPTCY, WE GOT YOU COVERED. ✅ AS LONG AS YOU HAVE A JOB = YOU GOT A CAR WITH US!! 2004 LEXUS GX 470 SportUtility 4wd Great Condition & Price Clean Carfax and title, no accident, , 4 Cylinder 2.4 L Automatic, 6-Spd Leather seats, Power Seat, Heated Seats, Remote key fob, Remote Starter, Alarm security system, CD Player, Premium Sound system, 20 Inch Wheels, New VA inspection, Great Mechanical Conditions, Drives Very smooth LT LOADED WITH: Power Door Locks, Air Conditioning, CD/MP3 (Single Disc), Dual Air Bags, Power Steering, Cruise Control, Air Conditioning, Rear, Towing Pkg, Daytime Running Lights, AM/FM Stereo, F&R Side Air Bags, Hill Descent Control, Tilt & Telescoping Wheel, F&R Head Curtain Air Bags, Anti-Theft System, Hill Start Assist Control, Knee Air Bags, Selec-Terrain Traction, Off-Road Group, Rollover Mitigation, Keyless Entry, Navigation, Backup camera, SiriusXM Satellite, Electronic Stability Control, Fog Lights, Power Windows, Alloy Wheels, Automatic, 9-Spd, ABS (4-Wheel), 4WD, V6, 3.2 Liter, Bluetooth Wireless, Uconnect more.. 📲CALL: 540-692-9345 TO GET THE BEST PRICE! Phone: (540) 692-9345 Website: www.Royalpikemotors.com Address: 411 North Commerce Ave, Front Royal, VA 22630 STORE HOURS MON - SAT: 9:00 AM To 6:00PM 👉 To Fill a Credit Application copy and paste this link: Royalpikemotors.com/securecreditapp DISCLAIMER ROYAL PIKE MOTORS will never sell, share, or spam your mobile number. EXTENDED WARRANTY AVAILABLE UP TO 4 YEARS. PAYMENTS AND DOWNPAYMENT SUBJECT TO CREDIT APPROVAL. CONTACT DEALER FOR MORE INFO. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate (APR) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time processing fee of $499.00 plus tags, tax, title. Some fees and conditions may apply for dealer arranged financing. Price does not include registration for DMV taxes, tags, title or $499.00 processing fee. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",1,7830682087
7830805859,,"$6,450",https://washingtondc.craigslist.org/nva/ctd/d/alexandria-2009-scion-tc-76k/7830805859.html,"3120 COLVIN ST near DUKE ST AND SWEELY 2009 scion tc condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 76,754 paint color: silver title status: clean transmission: automatic type: sedan more ads by this seller","ENGINE:4 CYLINDER TRANSMISSION: AUTOMATIC BODY STYLE: 2 DOOR MILES: 76K ONE OWNER CAR, WITH NO ACCIDENT HISTORY, CARFAX CERTIFIED, NEW VIRGINIA STATE INSPECTION, NEW VIRGINIA STATE EMISSION , LIKE NEW TIRES, CLEAN INSIDE AND OUTSIDE, AC ICE COLD, POWER DOOR, POWER LOCK, POWER WINDOW, CRUISE CONTROL,POWER SUNROOF, EXCELLENT CAR FOR FIRST TIMER OR GOOD COMMUTER CAR WITH GAS SAVER, CD, WE ARE LOCATED IN ALEXANDRIA DOING BUSINESS SINCE 1996 WE ARE LOCATED IN FRONT OF GIANT FOOD STORE RIGHT BEHIND CVS PLEASE CALL BRUCE ANYTIME AT 703-869-6651 VA DLR PROCESSING FEE IS $125 A&B AUTO 3120 COLVIN ST ALEX, VA 22314",1,7830805859
7830093268,,"$12,330",https://washingtondc.craigslist.org/nva/ctd/d/annandale-2012-honda-civic-sdn-si-sedan/7830093268.html,"google map  2012 Honda Civic Sdn VIN: 2HGFB6E56CH702563 condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 114,963 paint color: blue title status: clean transmission: manual type: sedan more ads by this seller","Please Read ° Please Call ° Please Confirm ***As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step. 🚗 STOCK NUMBER: CH702563 ☎ PHONE NUMBER: (571) 449-2081 ✉ Email: https://atmxi.com/CL-QB5y *(visit this link) Most common questions about this vehicle: Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to schedule an appointment for a test drive ? Want more information about financing , like rates, terms, and payments? Want to get pre-approved ? Would you like us to reserve or hold this vehicle for you? Want to know more about potential home delivery options? Do you have questions about trading in your vehicle ? Have specific questions about this vehicle that we can answer? Get these Questions answered by calling 📲 (571) 449-2081 OR: VISIT THIS LINK: https://atmxi.com/CL-QB5y Why Buy From Us? 🔑 Well buy your car, no purchase necessary 🔑 Mega selection of over 100,000 new & used vehicles online 🔑 No-hassle financing 🔑 Little to No Money Down in Many Instances 🔑 1Price used vehicles, no haggle, no pressure 🔑 Used vehicle 5-day return policy WE HAVE HELPED PEOPLE WITH THE FOLLOWING: ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️ Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️ Child Support ✔️ Student Loans ✔️ Negative Equity -------------------------------------------------------------- AutoNation ✴ ✴ ✴ America's Largest Automotive Retailer 📲 (571) 449-2081 -------------------------------------------------------------- ⛔ Please Read, Please Call, Please Confirm ⛔ ⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step. ⚠️ ↪ You can immediately confirm availability of this vehicle by calling 📲 (571) 449-2081 using this stock number: CH702563 VEHICLE SPECIFICATIONS YEAR: 2012 STOCK #: CH702563 MAKE: Honda MODEL: Civic Sdn VIN: 2HGFB6E56CH702563 TRIM: Si MILEAGE: 114,963 COLOR: Dyno Blue Pearl / Black BODY: Sedan TRANS: Manual AD ID: A7889F235056A981 ENGINE: 2.4L 4 Cyl FUEL: Gasoline DRIVE: FWD MPG: 22 City / 31 Hwy 📲 (571) 449-2081 Stock Number: CH702563 🚗 Subject to prior sale. Call to confirm availability. Visit this link to see more images plus all other inventory we have available: https://atmxi.com/CL-QB5y AutoNation Honda Dulles Ask for: Sales Department ☎ (571) 449-2081 Sterling, VA 20166 Frequently Asked Questions Do I really need to call first, can I just take my chances and hope the vehicle is there? If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved. Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time. This post is almost 30 days old. Surely you don't still have this vehicle, do you? If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you. You say you help people with less than perfect credit, are you a Buy Here - Pay Here lot? No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit. Can I really secure financing with zero down payment? Many customers actually take delivery without a checkbook or credit card. While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership. Do you take trade-ins? Yes. We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either. We'd love to purchase your vehicle regardless of age or mileage in most cases. What if I want to trade in my vehicle but still owe more than it's worth. This is another very common situation that usually won't prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle. Are you guys really 1price? Won't you negotiate? We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help. We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure. So, I like this vehicle I'm looking at, but I'd rather not talk to anyone yet. What do I do? COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page. Just ask ""Where might I see this vehicle?"". Someone will respond promptly. I think this vehicle might be the one for me, but I live several hours away. Can I prevent someone else from buying it before I get there? Yes. We have very simple process for this very common situation. Just give us a call. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below to view inventory from this and other nearby dealerships. http://atmxi.com/inventory/5066 Description: The following items have been reconditioned on this vehicle: new brakes! * Moonroof * Rear Spoiler * Black; Seat Trim * Dyno Blue PearlThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.It has been inspected, detailed, and ready for a new driveway to call home. This vehicle has passed AutoNation's mechanical inspection, Virginia Safety inspection, and Emissions test. It's ready for YOU to test drive, come on by and check it out at AutoNation Honda Dulles. Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $899 Dealer Processing Fee not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov. Powered by Automoxie.com",1,7830093268
7830085716,,"$13,500",https://washingtondc.craigslist.org/nva/ctd/d/annandale-2015-honda-odyssey-touring/7830085716.html,"google map  2015 Honda Odyssey VIN: 5FNRL5H93FB069631 condition: excellent cylinders: 6 cylinders drive: fwd fuel: gas odometer: 148,638 paint color: white title status: clean transmission: automatic type: minivan more ads by this seller","Please Read ° Please Call ° Please Confirm ***As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step. 🚗 STOCK NUMBER: FB069631 ☎ PHONE NUMBER: (571) 449-2081 ✉ Email: https://atmxi.com/CL-QB5j *(visit this link) Most common questions about this vehicle: Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to schedule an appointment for a test drive ? Want more information about financing , like rates, terms, and payments? Want to get pre-approved ? Would you like us to reserve or hold this vehicle for you? Want to know more about potential home delivery options? Do you have questions about trading in your vehicle ? Have specific questions about this vehicle that we can answer? Get these Questions answered by calling 📲 (571) 449-2081 OR: VISIT THIS LINK: https://atmxi.com/CL-QB5j Why Buy From Us? 🔑 Well buy your car, no purchase necessary 🔑 Mega selection of over 100,000 new & used vehicles online 🔑 No-hassle financing 🔑 Little to No Money Down in Many Instances 🔑 1Price used vehicles, no haggle, no pressure 🔑 Used vehicle 5-day return policy WE HAVE HELPED PEOPLE WITH THE FOLLOWING: ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️ Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️ Child Support ✔️ Student Loans ✔️ Negative Equity -------------------------------------------------------------- AutoNation ✴ ✴ ✴ America's Largest Automotive Retailer 📲 (571) 449-2081 -------------------------------------------------------------- ⛔ Please Read, Please Call, Please Confirm ⛔ ⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step. ⚠️ ↪ You can immediately confirm availability of this vehicle by calling 📲 (571) 449-2081 using this stock number: FB069631 VEHICLE SPECIFICATIONS YEAR: 2015 STOCK #: FB069631 MAKE: Honda MODEL: Odyssey VIN: 5FNRL5H93FB069631 TRIM: Touring Elite MILEAGE: 148,638 COLOR: White Diamond Pearl / Gray BODY: Minivan, Passenger TRANS: Automatic AD ID: A78897295056A981 ENGINE: 3.5 L 6 Cyl FUEL: Gasoline DRIVE: FWD MPG: 19 City / 28 Hwy 📲 (571) 449-2081 Stock Number: FB069631 🚗 Subject to prior sale. Call to confirm availability. Visit this link to see more images plus all other inventory we have available: https://atmxi.com/CL-QB5j AutoNation Honda Dulles Ask for: Sales Department ☎ (571) 449-2081 Sterling, VA 20166 Frequently Asked Questions Do I really need to call first, can I just take my chances and hope the vehicle is there? If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved. Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time. This post is almost 30 days old. Surely you don't still have this vehicle, do you? If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you. You say you help people with less than perfect credit, are you a Buy Here - Pay Here lot? No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit. Can I really secure financing with zero down payment? Many customers actually take delivery without a checkbook or credit card. While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership. Do you take trade-ins? Yes. We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either. We'd love to purchase your vehicle regardless of age or mileage in most cases. What if I want to trade in my vehicle but still owe more than it's worth. This is another very common situation that usually won't prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle. Are you guys really 1price? Won't you negotiate? We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help. We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure. So, I like this vehicle I'm looking at, but I'd rather not talk to anyone yet. What do I do? COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page. Just ask ""Where might I see this vehicle?"". Someone will respond promptly. I think this vehicle might be the one for me, but I live several hours away. Can I prevent someone else from buying it before I get there? Yes. We have very simple process for this very common situation. Just give us a call. As America's Largest Automotive Retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below to view inventory from this and other nearby dealerships. http://atmxi.com/inventory/5066 Description: * Moonroof * Leather Seats * Navigation System * 3rd Row Seat * Keyless Start * Rear Spoiler * Gray; Leather Seat Trim * White Diamond PearlThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $899 Dealer Processing Fee not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov. Powered by Automoxie.com",1,7830085716
7830664057,,"$8,999",https://washingtondc.craigslist.org/nva/ctd/d/washington-2009-lexus-es-350/7830664057.html,"25280 PLEASANT VALLEY ROAD UNIT 174 google map  2009 Lexus ES VIN: JTHBJ46G692338617 condition: excellent cylinders: 6 cylinders drive: fwd fuel: gas odometer: 144,396 paint color: white title status: clean transmission: automatic type: sedan cryptocurrency ok delivery available more ads by this seller","STOCK#LMC1828 EXCELLENT CONDITION, VERY CLEAN NICE AND WELL KEPT, MECHANICALLY PERFECT, LEXUS ES 350 SEDAN IS ON SALE, BEAUTIFUL WHITE EXTERIOR, CLEAN LEATHER INTERIOR, SMOOTH ENGINE, AUTOMATIC TRANSMISSION SHIFTS SMOOTH, HAS HOT AND COLD SEATS ON FRONT, NAVIGATION, BACKUP CAMERA, SUNROOF,, GOOD TIRE AND ALLOY WHEELS, PUSH START, 2KEYS, FRESH VA STATE INSPECTION & EMISSION IN A NUT SHELL ITS A GREAT CAR TO OWN. MAKE IT YOURS BEFORE IT GONE LOUDOUN MOTOR CARS located in Chantilly VA is the sister concern company of LOUDOUN used cars located in Leesburg VA. We are one of the renowned pre-owned used cars business, operating both in Chantilly VA and Leesburg VA serving nationwide especially the adjacent areas of tri states (DC/MD/VA) and WV with the quite satisfaction of hundreds of customers. With the each passing day we rapidly adding countless happy customers to our business circle having rating close to 5 (FIVE) stars. Prior to offer for sale, our vehicles are thoroughly inspected by the competent experts and if needed brought into compliance as well. Our prime focus in this essential area of life is to facilitate the customers with quality vehicles within competitive prices. We are continuously striving to provide full technical support to customers as per their requirement, help them to choose the appropriate vehicle which is best fit in their budget. We are committed to provide our customers pressure free environment with honest opinion. Third party Warranties are also offered if required by customers. We are glad to serve you anytime 11.00 A.M to 6.00 P.M Mon. To Fri. Sunday 12 PM To 05 PM LISTED PRICE FOR VEHICLE DOESN'T INCLUDE TITLE/TAX/REGISTRATION/LICENSE, $595 PROCESSING FEE & FINANCE CHARGES. FINANCING AVAILABLE, TERMS AND CONDITIONS APPLY. TRADE-INS WELCOME, ALWAYS OFFER FAIR BOOK VALUE DISCLAIMER: Any warranty that is provided by a third party is provided solely by such third party, and not by us or any other of our affiliates. LOCATION:- This vehicle is available at 25280 PLEASANT VALLEY RD.UNIT 174 CHANTILLY, VA 20152 For Quick info pl. call 571-349-3100 APPLY FOR AN AUTO LOAN DEALER INFO LOUDOUN MOTOR CARS 25280 Pleasant Valley Rd. Unit 174 Chantilly, VA 20152 (571) 349-3100 Send a Text 571-276-0137",1,7830664057
7829485935,,"$32,900",https://washingtondc.craigslist.org/nva/cto/d/manassas-2014-porsche-panamera-gts-one/7829485935.html,"Meadowgate 2014 Porsche Panamera GTS VIN: WP0AF2A79EL083234 condition: excellent cylinders: 8 cylinders drive: 4wd fuel: gas odometer: 79,442 paint color: white title status: clean transmission: automatic type: sedan","*I am traveling from 3/8-3/23. No showings during that time (if not already sold). Thanks! One-of-a-kind Panamera GTS! 21"" wheels, stunning Luxor Beige interior with Carbon Fiber, white gauges, 4.8L V8, PDK, AWD. No issues. Runs strong! Features: 4.8L V8 DI DOHC 32V, 7-Speed Porsche Doppelkupplung, AWD, White, Luxor Beige w/Alcantara Leather Seat Trim, Spoiler Auto Raises at 60mph / Fully Retracts at Stop, Front & Rear Park Assist w/Reversing Camera, Front & Rear Seat Heating, Fully automatic headlights, Auto On/Off Start, Garage Door Transmitter: HomeLink, High intensity discharge headlights: Bi-Xenon, Illuminated entry, Memory seat, Porsche Communication Management w/Navigation, Power Liftgate, Power moonroof, Power Steering Plus, Premium Package, Radio: CDR Audio System w/MP3/Single CD, Remote keyless entry, Steering wheel memory. I bought this beauty in an instant, but my reality is that 2 upcoming, new teen drivers in our house will not be able to touch this amazing machine, so selling to buy them a car. Adulting at its finest. Message to view (Manassas, VA).",1,7829485935
7829156087,,"$6,700",https://washingtondc.craigslist.org/doc/cto/d/alexandria-2015-nissan-altima-sl/7829156087.html,"2015 Nissan Altima 2.5 SL VIN: 1N4AL3AP0FN347239 condition: good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 54,939 paint color: brown title status: clean transmission: automatic type: sedan","2015 Nissan Altima SL Very Good good condition Runs drivers perfect The car was bought from auction, from a bank , title is branded not actual miles",1,7829156087
7830700848,,"$9,500",https://washingtondc.craigslist.org/nva/cto/d/woodbridge-15-passenger-ford-350/7830700848.html,"2013 ford e350 van condition: good fuel: gas odometer: 132,000 paint color: blue title status: clean transmission: automatic cryptocurrency ok","Spacious, comfortable, and ready for family, work group or adventure! This 15-passenger van for the ultimate travel experience. With ample room for family, friends, or colleagues, enjoy the journey together in style and convenience. Revel in the convenience of a 10” screen and bluetooth connectivity for a seamless audio experience, and relish the privacy provided by its tinted windows. Your perfect ride awaits! Emission Passed Inspection Passed 10” touch screen New Carpet New Paint New Tires New Timing Belt Keyless Entry Tinted Windows New Custom Seat Covers ONLY SERIOUS BUYERS PLEASE",1,7830700848
