model_year,make,model,price,title,car_condition,cylinders,fuel,odometer,color,car_status,car_transmission,car_type,body_text,image_name,featured_car,on_sale,pct_off
2016,Nissan,Versa SV,5100,2016 Nissan Versa sv,Excellent,4,Gas,99600,Grey,Clean,Automatic,Sedan,"2016 Nissan Versa SV 1.6l automatic, Navigation, toch schreen, back up camera. Second owner ! 4 cylinders, super economic ! New battery! Just passedIs safety inspection and Emission, Car is good to go. Clean and clear Carfax, one owner never been in any type accidentone owner. Runs great no problems.  ! one owner no personal checks, Cashier checks, money orders, zelle, app, etc one owner Price is firm !",RMNissanVersasvZYXWVUTSRQPO481.jpg,,,
2017,Volvo,XC90 T6 MOMENTUM AWD 3RD ROW SEATS,14999,2017 Volvo XC90 T6 Momentum and 3rd Row Seats,Like New,4,Gas,107000,Grey,Clean,Automatic,SUV,".You will leave with the vehicle you want, but most importantly, you will leave with a smile!Please visit our showroom or call for questions or to see the vehicle.AWD Accident Avoidance Systems Additional Airbags Adjustable Lumbar Support Alloy Steering Wheel Alloy Wheels Aluminum Roof Rails Android Auto Anti-Theft System Apple Carplay Approach Lights Auto Start/Stop Auto-dimming Rearview Mirror Automatic Climate Control Blind Spot Warning Bluetooth Braking Assist Bucket Seats Chrome Exhaust Tip Connected Car Connected Car Integrated Apps Cornering Brake Control Crash Sensors Cruise Control Curtain Airbags Customizable Instrument Display Driver Assistance Package Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Emergency Braking Preparation Exterior Chrome Accents Fog Lights Front Bucket Seats Heated Seats Heated Side Mirrors Leather Seats Leather Shift Knob Leather Steering Wheel Memorized Seat Settings Moonroof / Sunroof Multi-Function Display Navigation System On Demand 4WD Panoramic Moonroof / Sunroof Parking Sensors Power Adjustable Headrest Power Liftgate Power Seats Protection Package Push-Button Start Radio Data System Real Time Traffic Rear Climate Controls Rear Headrests Rear Privacy Glass Rear Spoiler Rearview Camera Remote Engine Start Satellite Radio Self-leveling Headlights Side Airbags Split Folding Third Row Seatone ownersone owner Stability Control Steering Wheel Mounted Controls Supercharger Surround Camera Third Row Seating Tire Pressure Monitoring System Traffic Sign Recognition Trailer Hitch Turn Signal Mirrors usb Audio Input Voice Activated Commands Wi-Fi Compatible",FO2017VolvoXC90T6MOMENTUMAW171.jpg,,,
2013,Land,Rover LR4 HSE,12500,2013 Land Rover LR4 HSE,Excellent,8,Gas,114000,Grey,Clean,Automatic,SUV,"2013 LR4 HSE Fully loaded. Perfect service record over Dollars recent services. $11,4000 miles. With navigation, center console cooler, leather interior, Third row seats",CW2013LandRoverLR4HSEZYXWVU101.jpg,,,
2015,Chevrolet,Trax,9500,2015 Chevrolet Trax,Excellent,6,Gas,120000,Grey,Clean,Automatic,SUV,2015 Chevrolet Trax in good condition. ,J2015ChevroletTraxZYXWVUTS10.jpg,,,
2008,BMW,528i,5999,2008 BMW 528i,Excellent,6,Gas,122000,Grey,Clean,Automatic,Sedan,"Drives amazing - really smooth with lots of power, lots of new parts and service done, really clean and gets compliments. 3 keys, window sticker, welcome box from brand new.",Y2008BMW528iZYXWVUTSRQPONM25.jpg,,,
2007,Lexus,ES350,8400,2007 LEXUS ES350 8400,Like New,6,Gas,125000,Grey,Clean,Automatic,Sedan,"This one owner 2007 Lexus E350 is Maryland state inspected and runs and drives great. The Engine and Transmission are in great shape. The car has 4 brand new tires. The suspension and brakes are both in good shape. Overall, The car is in Great Condition and does not need anything. 2007 Lexus E350 Grey With Black Interior, power look, power windows, 125,000 miles Leather Seats ,",FS2007LEXUSES350MARYLANDSTA175.jpg,,,
2016,Chevrolet,Express 2500 Cargo Van w/1WT,25,Express 2500 Cargo Van w/1WT,Good,6,Gas,125654,Grey,Gas,Automatic,Hatchback,Blue Interior Color: Gray Stock#: 1000,CL2015KiaSorentoZYXWVUTSRQP90.jpg,,,
2010,Lexus,RX 450H,11999,2010 Lexus RX 450H Low Miles,Like New,6,Gas,128000,Grey,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Adjustable Steering - Air Bagone ownersone owner - Air Conditioning - All - Aluminum Wheels - AM/FM Stereo - Anti-Lock Brakes - Apple/Android Car Play - Back-up Camera - Bluetooth - Bluetooth - CD Changer - CD Player - Center Console - Child Proof Locks - Cruise Control - Disc Brakes - Driver's Memory System - Driver-Assist System - Dual Exhaust - Emergency Braking Assist - Fold Down Rear Seat - Front & Rear A/C - Full Carpeting - Hands-free Entry - Heated Leather Seats - Heated Mirrorone ownersone owner - Heated Seats - Keyless Entry - Leather Upholstery - Limited Slip - Luggage Rack - Light - MP3 Player - Navigation System - Package - Power Brakes - Power Liftgate - Power Locks - Power Mirrorone ownersone owner - Power Mirrors & Steering - Power Outlets one owner12Vone owner - Power Rear Hatch - Power Steering - Power Windows - Power Windows & Seats - Premium Sound System - Premium Wheels - Push Button Start - Rear Defroster - Rear Parking Assist - Rear Window Wiper - Remote Trunk Release - Satellite Radio - Seat Memory - Security System - SiriusXM - Steering Wheel Media Controls - Sunroof - Tinted Glass - Touch Activated Lock/Unlock - Touchscreen Navigation - tpms [Equipment / Accessories] AWD Active Head Restraints Additional Airbags Adjustable Lumbar Support Alloy Wheels Anti-Theft System Approach Lights Auto Start/Stop Automatic Climate Control Curtain Airbags Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Fog Lights Front Bucket Seats Heated Side Mirrors On Demand 4WD Power Seats Power Telescoping Steering Wheel Push-Button Start Rear Headrests Rear Privacy Glass Rear Spoiler Regenerative Braking System Safety Brake Pedal System Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turn Signal Mirrors,EE2010LexusRX450HLOWmilesZY135.jpg,,,
2011,BMW,X3 xDrive 28i,5695,2011 BMW X3 xDrive 28i,Excellent,6,Gas,149442,Grey,Clean,Automatic,SUV,"Condition: used Mileage: 149,442 Engine: 3.0L L6 dohc 24V ;transmission: Automatic Exterior Color: Grey Doors: 4 Doors vehicle options: ABS Brakes Air Conditioning Automatic Headlights AM/FM Radio CD Player Child Safety Door Locks Cruise Control Driver Airbag Front Air Dam Front Side Airbag Interval Wiper Keyless Entry Passenger Airbag Power Adjustable Exterior Mirror Power Door Locks Power Windows Side Head Curtain Airbag Telescopic Steering Column Tire Pressure Monitor Traction Control 2011 BMW X3 xDrive 28i Price: $25,354. This vehicle is The pricing, equipment, specifications, and photos presented are believed to be accurate, but are provided AS IS and are subject to change without notice. ;Fuel economy figures one ownerif shownone owner are provided from epa mileage estimates. Your actual mileage will vary, depending on specific options selected, overall condition of the vehicle, and your personal driving habits. Any payment or offer is with lender approval pending a credit check of the borrower. All prices and payments indicated do not include sales tax, vehicle tag/title/registration, or of. Please see a salesperson with any questions you might have before making any purchase commitment on this or any other vehicle we have .",AB2011BMWX3xDrive28iZYXWVUT28.jpg,,,
2024,Toyota,bZ4X AWD Electric XLE SUV,27585,2024 Toyota bZ4X AWD Electric XLE SUV,,,Electric,902,Red,Clean,Automatic,SUV,,FE2024ToyotabZ4XAWDAllWheel161.jpg,,,
2020,Kia,Forte,15950,2020 Kia Forte,Like New,,Gas,8000,Red,Clean,Automatic,Sedan,"Model: 2020 kia forte Mileage: 8,000 miles Price: almost brand new car, IT has only 8 thousand miles, everything IS new ON the car nothing wear nothing tear, good gas milage,come and IT OR take IT TO your mechanic before you buy IT. For more info",GG2020KiaForteZYXWVUTSRQPON189.jpg,,,
2024,BMW,330i AWD xDrive Sedan,42395,2024 BMW 3 Series AWD 3-Series 330i xDrive Sedan,Excellent,4,Gas,12613,Red,Clean,Automatic,Sedan,"Melbourne Red / Black body: Sedan trans: Automatic AD ID: 9D85AA981 engine: 2.0 L 4 Cyl AWD MPG: 24 City /,20852 Description: Sun/Moonroof Navigation System Keyless Start is honored to present a wonderful example of pure vehicle design This 2024 BMW 3 Series 330i xDrive only has 12,611mi on it and could potentially be the vehicle of your dreams! This BMW 3 Series 330i xDrive's level of quality is not meant for just anyone. It's meant for the person who strives for a classy, comfortable, and luxurious car. Everyone hates the gas pump. Skip a few gas stations with this super ;Fuel efficient BMW3 Series. This BMW 3 Series 330i xDrive is equipped with AWD for improved handling. Whether you're faced with inclement weather or just out enjoying the twisting, you'll have the grip of AWD on your side. Put away your and focus on, your new vehicle has navigation. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",EX2024BMW3SeriesAWDAllWheel154.jpg,,,
2013,Chevrolet,Corvette Z06 Chevy,45995,2013 Chevrolet Corvette Z06 Chevy,Like New,8,Gas,26995,Red,Rebuilt,Manual,Coupe,Corvette Z06 Whipple Supercharged one ownercarb legalone owner Fixed Heads Remote Bleeder Led Tails/Side Markers CF Front Lip / Side Skirts msd Ignition ON for upcoming cool cars and trucks! Shipping Ballpark: TO texas skyline 240sx 300zx 350z 370z BMW supra corvette c5 c6 c7 z06 zr1 zl1 m2 m3 m4 m5 m6 amg c63s c63 e63 evo evolution sti B5056A981 630B985C5056A981,AP2013ChevroletCorvetteZ06C42.jpg,,,
2019,Vw,Tiguan,18000,2019 VW Tiguan,Excellent,4,Gas,43000,Red,Clean,Automatic,SUV,"2019 VW Tiguan SE 2.0 4 cyl. Lwb Third row seats, second owner bought from Fairfax VW, 43K miles, driver Pwr seat, heated front seats, rear privacy glass, panoramic sunroof, alloy wheels. VW infotainment Apple and Android. Vin: 3VV3B7AXOKMO12873. Never been in accident. show contact info",BA2019VWTiguanZYXWVUTSRQPON53.jpg,,,
2018,Honda,CR-V AWD CRV Touring SUV,23277,2018 Honda CR-V AWD CRV Touring SUV,Excellent,4,Gas,52422,Red,Clean,Automatic,SUV,Basque Red Pearl II / Black body: SUV trans: Variable AD ID: FCE898D95056A981 engine: 1.5 L 4 Cyl AWD MPG: 27 City /,BX2018HondaCR-VAWDAllWheelD76.jpg,,,
2013,Kia,SOUL + Low Miles,7999,2013 Kia SOUL + Low Miles,Like New,4,Gas,64000,Red,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Immobilizer - Keyless Entry - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABSActive Head Restraints Alloy Wheels Bluetooth Cruise Control Curtain Airbags Electronic Braking System Electronic Traction Control FWD Front Bucket Seats Halogen Headlights Heated Side Mirrors Leather Shift Knob Leather Steering Wheel Rear Headrests Rear Privacy Glass Satellite Radio Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turn Signal Mirrors usb Audio Input,EG2013KiaSOUL+LOWmilesZYXWV137.jpg,,,
2016,Hyundai,Accent SE Sedan,8495,2016 Hyundai Accent SE Sedan,Good,4,Gas,66776,Red,Clean,Automatic,Sedan,2016 Hyundai Accent SE Sedan Price: Today: or,HXonly66kMiles2016Hyund232.jpg,,,
2010,Cadillac,SRX Sport Utility,9700,2010 Cadillac SRX Sport Utility 4D AWD 1 Owner Great service Records,Excellent,6,Gas,77009,Red,Clean,Automatic,SUV,"29 Service records 2010 Cadillac srx Sport Utility AWD Low price Great Conditions Clean Carfax and title, no accident, always owned in Virginia, V6, 3.0 Liter Automatic Cloth seats, Power Seat, Heated Seats, Remote key fob, Remote Starter, Alarm security system, CD Player, Premium Sound system, 20 Inch Wheels, Newinspection, Great Mechanical Conditions, Drives Very smooth LT loaded with: Power Door Locks, Air Conditioning, Dual Air Bags, Power Steering, Heated Seats, Roof Rack, Cruise Control, Air Conditioning, Rear Premium Wheels, Side Air Bags, Bose Surround Sound, Towing Pkg, Daytime Running Lights, Power Seat, AM/FM Stereo, Rear Park Assist, Tilt & Telescoping Wheel, F&R Head Curtain Air Bags, Rear Spoiler, Power Liftgate Release, Traction Control, Hit Pkg, Keyless Entry, CD/MP3 one ownerSingle Discone owner, SiriusXM Satellite, StabiliTrak, Third Row Seat, Fog Lights, Backup Camera, Power Windows, Navigation System, Keyless Start, 8-Passenger Seating, ABS one owner4-Wheelone owner, Bluetooth Wireless, OnStar more.. Extended available UP TO 4 years. Payments and downpayment subject TO credit approval. Contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate one owneraprone owner will vary per customer qualification. Deposits and/or down payment for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged. Price does not include registration for dmv taxes, tags, title or. All advertised prices exclude government and taxes, any charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",EY2010CadillacSRXSportUtili155.jpg,,,
2015,Honda,Accord Sport 4D Sedan,13995,2015 Honda Accord Sport 4D Sedan,Excellent,4,Gas,82412,Red,Clean,Automatic,Sedan,"is a 2015 Honda Accord Sport Sedan 4D in perfect condition with a. This beautifully maintained vehicle has $8,3412 miles and features an extra clean burgundy exterior and a black cloth interior that has never been smoked in and is free of pet hair.The car runs and drives excellently with no mechanical issues, a smoothly shifting transmission, and a fully functional engine. Recent services include new tires, rotors, brakes, filters, and fresh synthetic engine oil. It has also passed the Virginia inspection and is ready for a new owner. All power equipment is functioning properly.Additional Information: Engine: 2.4L I4 dohc i-vtec 16-Valve 26/35 City/Highway MPG,Transmission one ownercvtone owner,Drivetrain: Front- one ownerFWDone owner,Eco Assist System,Traction Control,Hill Start Assist,Four Wheel Independent Suspension,Speed-Sensing Electric Power-Assisted Rack-and-Pinion Steering,Dual Front Impact Airbags,Dual Front Side Impact Airbags,Front & Rear Side Curtain Airbags,Overhead Airbag,Anti-Lock Braking System one ownerABSone owner,Vehicle Stability Assist one ownervsaone owner with Traction Control,Tire Pressure Monitoring System one ownertpmsone owner,Low Tire Pressure Warning,Child-Proof Rear Door Locks,latch one ownerLower Anchors and Tethers for Childrenone owner System,Panic Alarm,Security System with Remote Entry,Daytime Running Lights one ownerdrlone owner,Multi-Angle Rearview Camera with Guidelines,Air Conditioning,Automatic Dual-Zone Temperature Control,Front Dual Zone A/C,Cloth Seat Trim with Premium Materials,Power Driver Seat with 10-Way Power Adjustment,Drivers Seat with Adjustable Lumbar Support,Front Bucket Seats,Heated Front Seats one owneroptionalone ownerFront Center Armrest with Storage,Rear Seat Center Armrest with Cup holders,Tilt & Telescoping Leather-WrappedSteering Wheel Mounted Audio Controls,Push Button Start one owneravailable on some trimsone owner,Remote Keyless Entry,HomeLink Remote System one owneravailable on some trimsone ownerOverhead Console with Sunglass Holder,Outside Temperature Display,Trip Computer with Multi-Information Display one ownermidone owner,Illuminated Entry,Delay-Off Headlights,Audio System,160-Watt AM/FM/CD Audio System,4 Speakers,AM/FM Radio, CD Player, Radio Data System,usb Audio Interface,MP3/Auxiliary Input Jack, Bluetooth, HandsFreeLink & Audio Streaming,sms Message Function,Navigation System,HondaLink featuring Aha Comp atibility,andora Internet Radio Compatibility,Lighting,Fully Automatic Projector-Beam Halogen Headlights,Front Fog Lights,LED Daytime Running Lights,LED Taillights,18 Alloy Wheels,Power Door Mirrors,Heated Power Door Mirrors,Integrated Turn Signal Mirrors,Spoiler,Chrome Exhaust Finishers,Speed-Sensitive Wipers,Variably Intermittent Wipers.",BT2015HondaAccordSport4DSed72.jpg,,,
2010,Ford,Edge Limited AWD,9599,2010 Ford Edge Limited AWD Low Miles,Like New,6,Gas,84000,Red,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - Satellite - AM/FM CD/MP3 - AM/FM CD/DVD - Immobilizer - Keyless Entry - Available - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS AWD Anti-Theft System Auto-dimming Rearview Mirror Automatic Climate Control Chrome Exhaust Tip Chrome Grille Chrome Wheels Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Traction Control Fog Lights Front Bucket Seats Halogen Headlights Heated Seats Heated Side Mirrors Keyless Entry Leather Shift Knob Leather Steering Wheel Leather Trimmed Seats Memorized Seat Settings Multi-Function Display On Demand 4WD Parking Sensors Radio Data System Rear Headrests Rear Privacy Glass Satellite Radio Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System,EM2010FordEdgeLimitedAWDLOW143.jpg,,,
2009,Mini,Cooper S CLUBMAN,7599,2009 Mini Cooper S CLUBMAN Low Miles Cold Weather Package,Like New,4,Gas,88000,Red,Clean,Automatic,Hatchback,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Adjustable Seats - Adjustable Steering - AM/FM Stereo - Apple CarPlay - Apple/Android Car Play - Auto Dimming Mirrors - Bluetooth - CD Player - Child Proof Locks - Cruise Control - Fold Down Rear Seat - Full Carpeting - Heated Leather Seats - Heated Seats - Leather Upholstery - Light - Moonroof - MP3 Player - Navigation System - Power Mirrorone ownersone owner - Power Mirrors & Steering - Power Outlets one owner12Vone owner - Power Windows & Seats - Push Button Start - Rear Defroster - Rear Window Wiper - Security System - SiriusXM - Steering Wheel Media Controls - Sunroof - Tinted Glass - Touch Activated Lock/Unlock - Touchscreen Navigation - tpms - Trip Computer - Turn Signal Mirrors [Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS Anti-Theft System Chrome Exhaust Tip Chrome Grille Cornering Brake Control Crash Sensors Curtain Airbags Dual Exhaust Electronic Braking System Electronic Traction Control FWD Fog Lights Front Bucket Seats Front Sport Bucket Seats Hood Scoop Leather Steering Wheel Leatherette Upholstery Multi-Function Display Performance Tires Push-Button Start Rear Headrests Run Flat Tires Satellite Radio Side Airbags Sport Suspension Stability Control Tire Pressure Monitoring System,DT2009MiniCooperSCLUBMANLOW124.jpg,,,
2010,Ford,Escape Limited SUV,8500,2010 Ford Escape Limited SUV,Excellent,6,Gas,99954,Red,Clean,Automatic,SUV,"Sangria Red Metallic / Charcoal Black body: SUV trans: Automatic AD ID: $9,910DA981 engine: 3.0L 6 Cyl ;Fuel: Flex: FWD MPG: 19 City /",FH2010FordEscapeLimitedSUVZ164.jpg,,,
2013,Mini,Cooper S CountryMAN,7999,2013 Mini Cooper S CountryMAN Low Miles one ownerTiming chain replaced ON 106K,Like New,4,Gas,109000,Red,Clean,Automatic,Hatchback,Please visit our showroom or call for questions or to see the vehicle.one ownerTiming chain replaced ON 106Kone owner - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS.Top Features Alloy Wheels Run Flat Tires Leatherette Seats Turbo Charged Engine Panoramic Sunroof Basic Features ABS Brakes Auxiliary Audio Input Power Locks Rear Spoiler AM/FM Stereo CD Audio Power Mirrors Side Airbags Air Conditioning Cruise Control Power Windows Traction Control Automatic Transmission Overhead Airbags Rear Defroster.Active Head Restraints Additional Airbags Alloy Wheels Anti-Theft System Auto-dimming Rearview Mirror Bluetooth Braking Assist Chrome Exhaust Tip Cornering Brake Control Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Electronic Braking System Electronic Traction Control FWD Fog Lights Front Bucket Seats Halogen Headlights Leather Shift Knob Leather Steering Wheel Leatherette Upholstery Multi-Function Display Push-Button Start Radio Data System Rear Bucket Seats Rear Headrests Rear Spoiler Run Flat Tires Satellite Radio Side Airbags Silver Roof Rails Sport Suspension Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turbocharger usb Audio Input,DR2013MiniCooperSCountryMAN122.jpg,,,
2015,Mini,Cooper S hardtop,8599,2015 Mini Cooper S hardtop 2 DOOR Cooper,Like New,4,Gas,111000,Red,Clean,Automatic,Hatchback,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS - Retractable Roof Panel Top Features Alloy Wheels Premium Package Bluetooth Technology Run Flat Tires Front Seat Heaters Satellite Radio Ready Leatherette Seats Turbo Charged Engine Panoramic Sunroof Basic Features ABS Brakes Auxiliary Audio Input Power Mirrors Traction Control AM/FM Stereo Cruise Control Power Windows Air Conditioning Overhead Airbags Rear Defroster Automatic Transmission Power Locks Side Airbags Active Head Restraints Additional Airbags Alloy Wheels Anti-Theft System Approach Lights Auto Start/Stop Automatic Climate Control Bluetooth Braking Assist Chrome Exhaust Tip Chrome Grille Convertible Hardtop Cornering Brake Control Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control FWD Fog Lights Front Bucket Seats Front Sport Bucket Seats Halogen Headlights Heated Seats Heated Side Mirrors Leather Steering Wheel Leather Trimmed Seats Leatherette Upholstery Lip Rear Spoiler Memory Card Slot Moonroof / Sunroof Multi-Function Display Panoramic Moonroof / Sunroof Performance Tires Push-Button Start Radio Data System Rear Headrests Rear Spoiler Run Flat Tires Satellite Radio Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System usb Audio Inputone ownerAnnouncements: Sunroof Defectone owner,DV2015MiniCooperShardtop2DO126.jpg,,,
2013,Ford,Edge Limited AWD,8999,2013 Ford Edge Limited AWD Low Miles,Excellent,6,Gas,120000,Red,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] AWD Accident Avoidance Systems Adjustable Lumbar Support Alloy Wheels Android Automotive Anti-Theft System Apple Carplay Auto-dimming Rearview Mirror Automatic Climate Control Blind Spot Warning Bluetooth Braking Assist Chrome Exhaust Tip Chrome Grille Chrome Wheels Connected Car Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Messaging Assistance Electronic Traction Control Fog Lights Front Bucket Seats Full Size Spare Tire Halogen Headlights Heated Seats Heated Side Mirrors High-Intensity Headlights Keyless Entry Leather Seats Leather Shift Knob Leather Steering Wheel Limited Slip Differential Memorized Seat Settings Memory Card Slot Moonroof / Sunroof Multi-Function Display Myford Touch Technology Package Navigation System Off-Road Package Off-Road Suspension On Demand 4WD Parking Sensors Power Seats Premium Sound Premium Sound System Premium Wheels Push-Button Start Radio Data System Real Time Traffic Rear Air Conditioning Rear Headrests Rear Privacy Glass Rear Spoiler Rearview Camera Satellite Radio Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turn Signal Mirrors usb Audio Input Video System Vision Package Voice Activated Commands,CU2013FordEdgeLimitedAWDLOW99.jpg,,,
2007,Ford,Mustang,5999,2007 Ford Mustang,Good,6,Gas,128750,Red,Clean,Automatic,Coupe,"Pretty red Ford 2006 mustang amazing car - inspected, new parts, new radio, back UP cam, etc. 128,750 miles Runs great! This is a great price for a clean car that runs well. Already inspected and passed both inspection and emissions. New radio, lightly tinted windows, back up camera Don't miss this deal",BZ2007FordMustangforsaleZYX78.jpg,,,
2010,Lexus,RX 350 AWD,11599,2010 Lexus RX 350 AWD one owner Low Miles,Like New,6,Gas,130000,Red,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.one owneroil and filter change front and rear brake pad rotor replacedone ownerAWD Active Head Restraints Adaptive Headlights Additional Airbags Adjustable Lumbar Support Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Bluetooth Braking Assist Bucket Seats Comfort Package Connected Car Cooled Seats Cruise Control Curtain Airbags Defroster Package Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Fog Lights Front Bucket Seats Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Shift Knob Leather Steering Wheel Leather Trimmed Seats Limited Slip Differential Memorized Seat Settings Moonroof / Sunroof Navigation System On Demand 4WD Power Liftgate Power Seats Power Sliding Doors Power Telescoping Steering Wheel Premium Package Premium Sound Premium Sound System Push-Button Start Rear Headrests Rear Privacy Glass Rear Spoiler Rearview Camera Safety Brake Pedal System Satellite Radio Self-leveling Headlights Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turn Signal Mirrors usb Audio Input Video Monitor,CT2010LexusRX350AWDONEOWNER98.jpg,,,
2013,Chevrolet,CAMARO 1LT,10499,2013 Chevrolet Camaro 1LT Backup Cam / Inspected,Excellent,6,Gas,130091,Red,Clean,Automatic,Coupe,"Stock#Z3433 Experience the thrill of driving with the 2014 Chevrolet Camaro 1LT, featuring a captivating maroon exterior paired with a sleek black and blue interior. This meticulously maintained coupe is equipped with an automatic transmission for seamless shifts, a convenient backup camera for confident parking maneuvers, and comes with multiple keys for added convenience. It has recently passed a newinspection, ensuring it meets all safety standards. Rolling on stylish alloy wheels with good tires, this Camaro not only promises head-turning looks but also reliable performance on. Contact Us Today! Don't miss out on this opportunity to own a stylish and reliable Chevrolet Camaro. Contact us now to schedule a and experience the thrill firsthand! Welcome to, your premier destination for quality pre-owned vehicles..",AY2013CHEVROLETCAMAROoneowner1LToneownerB51.jpg,,,
2017,Hyundai,Elantra SE Sedan 6A,12995,2017 Hyundai Elantra SE Sedan 6A,Good,6,Gas,152365,Red,Clean,Automatic,Van,Great condition and great for the family. Stop by and take a look. But give us a call first!,CHHyndaiElantraWSUY.jpg,,,
2019,Kia,Soul,14500,2019 Kia Soul,Like New,4,Gas,22000,Silver,Clean,Automatic,Hatchback,Like new condition. 22K miles. Roof rack. 2 spare wheels purchased separately included.,DU2019KiaSoulZYXWVUTSRQPONM125.jpg,,,
2013,Hyundai,Elantra GLS,7900,2013 Hyundai Elantra GLS,Excellent,4,Gas,40820,Silver,Clean,Automatic,Sedan,"2013 Silver Hyundai Elantra GLS automatic miles 40,693 Only plz Or",FZ2013HyundaiElantraGLSZYXW182.jpg,,,
2005,Mercedes-Benz,SL 500 convertible,16599,2005 Mercedes-Benz SL 500 Low Miles POWER CONVERTIBE TOP,Like New,8,Gas,44000,Silver,Clean,Automatic,Convertible,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Power Convertible Top - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD - Daytime Running Lights - Dual Air Bags Front and Sides - Active Belts - All Wheel ABS - Retractable Roof Panel Additional Airbags Adjustable Suspension Alloy Wheels Anti-Theft System Auto-dimming Rearview Mirror Automatic Climate Control Connected Car Convertible Hardtop Cruise Control Dual-Zone Climate Control Electronic Traction Control Fog Lights Front Bucket Seats Headlight Cleaners Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Seats Leather Shift Knob Leather Steering Wheel Memorized Seat Settings Navigation System Power Seats Premium Sound System RWD Side Airbags Stability Control Steering Wheel Mounted Controls Turn Signal Mirrors power convertibe top,EA2005Mercedes-BenzSL500LOW131.jpg,,,
